"state","s_fips","county","c_fips","happening","happening_oppose"
"MINNESOTA",27,"COOK COUNTY",31,74.097,9.742
"MISSISSIPPI",28,"COVINGTON COUNTY",31,63.526,13.319
"MISSOURI",29,"CAPE GIRARDEAU COUNTY",31,65.4,16.012
"MONTANA",30,"GALLATIN COUNTY",31,72.946,13.341
"NEBRASKA",31,"CHERRY COUNTY",31,67.439,15.555
"NEVADA",32,"WASHOE COUNTY",31,75.645,10.706
"NEW JERSEY",34,"PASSAIC COUNTY",31,77.559,6.54
"NEW MEXICO",35,"MCKINLEY COUNTY",31,74.078,8.527
"NEW YORK",36,"ESSEX COUNTY",31,69.728,12.004
"NORTH CAROLINA",37,"CARTERET COUNTY",31,68.694,15.754
"NORTH DAKOTA",38,"FOSTER COUNTY",31,60.541,20.157
"OHIO",39,"COSHOCTON COUNTY",31,57.803,17.033
"OKLAHOMA",40,"COMANCHE COUNTY",31,69.738,12.678
"OREGON",41,"JEFFERSON COUNTY",31,71.449,12.258
"PENNSYLVANIA",42,"CLARION COUNTY",31,63.848,16.976
"SOUTH CAROLINA",45,"DARLINGTON COUNTY",31,66.512,11.243
"SOUTH DAKOTA",46,"CORSON COUNTY",31,73.493,9.741
"TENNESSEE",47,"COFFEE COUNTY",31,61.625,17.653
"TEXAS",48,"BLANCO COUNTY",31,64.481,17.888
"UTAH",49,"PIUTE COUNTY",31,56.144,23.616
"ARKANSAS",5,"CRAIGHEAD COUNTY",31,63.604,15.321
"VIRGINIA",51,"CAMPBELL COUNTY",31,64.116,16.361
"WASHINGTON",53,"JEFFERSON COUNTY",31,76.006,10.316
"WEST VIRGINIA",54,"HARDY COUNTY",31,62.028,17.64
"WISCONSIN",55,"DOUGLAS COUNTY",31,70.568,12.781
"WYOMING",56,"PLATTE COUNTY",31,52.722,21.021
"CALIFORNIA",6,"KINGS COUNTY",31,69.954,12.046
"COLORADO",8,"DENVER COUNTY",31,81.509,7.974
"GEORGIA",13,"WHITE COUNTY",311,57.887,22.115
"TEXAS",48,"MCMULLEN COUNTY",311,60.116,19.52
"GEORGIA",13,"WHITFIELD COUNTY",313,64.322,15.843
"TEXAS",48,"MADISON COUNTY",313,62.746,16.67
"GEORGIA",13,"WILCOX COUNTY",315,61.492,14.954
"TEXAS",48,"MARION COUNTY",315,59.393,16.131
"GEORGIA",13,"WILKES COUNTY",317,66.005,11.679
"TEXAS",48,"MARTIN COUNTY",317,59.408,19.09
"GEORGIA",13,"WILKINSON COUNTY",319,67.59,11.069
"TEXAS",48,"MASON COUNTY",319,64.627,17.971
"GEORGIA",13,"WORTH COUNTY",321,59.866,16.868
"TEXAS",48,"MATAGORDA COUNTY",321,64.329,14.597
"TEXAS",48,"MAVERICK COUNTY",323,77.976,7.348
"TEXAS",48,"MEDINA COUNTY",325,67.745,14.988
"TEXAS",48,"MENARD COUNTY",327,68.194,14.744
"TEXAS",48,"MIDLAND COUNTY",329,64.899,16.961
"ALABAMA",1,"COLBERT COUNTY",33,61.486,17.119
"FLORIDA",12,"ESCAMBIA COUNTY",33,71.056,13.472
"GEORGIA",13,"BURKE COUNTY",33,65.093,10.6
"IDAHO",16,"CLARK COUNTY",33,63.965,15.662
"ILLINOIS",17,"CRAWFORD COUNTY",33,59.875,17.906
"INDIANA",18,"DEKALB COUNTY",33,61.662,18.686
"IOWA",19,"CERRO GORDO COUNTY",33,67.047,15.177
"KANSAS",20,"COMANCHE COUNTY",33,59.849,21.051
"KENTUCKY",21,"CALDWELL COUNTY",33,60.714,17.889
"LOUISIANA",22,"EAST BATON ROUGE PARISH",33,68.393,11.479
"MARYLAND",24,"PRINCE GEORGE'S COUNTY",33,77.629,4.236
"MICHIGAN",26,"CHIPPEWA COUNTY",33,67.956,13.47
"MINNESOTA",27,"COTTONWOOD COUNTY",33,65.491,15.713
"MISSISSIPPI",28,"DESOTO COUNTY",33,59.387,16.475
"MISSOURI",29,"CARROLL COUNTY",33,63.436,16.937
"MONTANA",30,"GARFIELD COUNTY",33,61.103,20.323
"NEBRASKA",31,"CHEYENNE COUNTY",33,59.253,21.239
"NEVADA",32,"WHITE PINE COUNTY",33,61.749,17.815
"NEW JERSEY",34,"SALEM COUNTY",33,68.905,11.496
"NEW MEXICO",35,"MORA COUNTY",33,80.899,6.788
"NEW YORK",36,"FRANKLIN COUNTY",33,71.191,11.441
"NORTH CAROLINA",37,"CASWELL COUNTY",33,67.511,11.836
"NORTH DAKOTA",38,"GOLDEN VALLEY COUNTY",33,62.707,19.008
"OHIO",39,"CRAWFORD COUNTY",33,59.346,19.691
"OKLAHOMA",40,"COTTON COUNTY",33,58.182,21.01
"OREGON",41,"JOSEPHINE COUNTY",33,69.091,14.882
"PENNSYLVANIA",42,"CLEARFIELD COUNTY",33,60.094,18.154
"SOUTH CAROLINA",45,"DILLON COUNTY",33,70.284,8.311
"SOUTH DAKOTA",46,"CUSTER COUNTY",33,67.262,15.368
"TENNESSEE",47,"CROCKETT COUNTY",33,56.501,18.997
"TEXAS",48,"BORDEN COUNTY",33,60.575,21.241
"UTAH",49,"RICH COUNTY",33,59.865,21.193
"ARKANSAS",5,"CRAWFORD COUNTY",33,60.321,19.914
"VIRGINIA",51,"CAROLINE COUNTY",33,70.876,10.782
"WASHINGTON",53,"KING COUNTY",33,82.758,7.113
"WEST VIRGINIA",54,"HARRISON COUNTY",33,59.493,19.286
"WISCONSIN",55,"DUNN COUNTY",33,67.872,13.04
"WYOMING",56,"SHERIDAN COUNTY",33,61.283,20.708
"CALIFORNIA",6,"LAKE COUNTY",33,74.059,10.469
"COLORADO",8,"DOLORES COUNTY",33,65.575,16.914
"TEXAS",48,"MILAM COUNTY",331,58.663,16.929
"TEXAS",48,"MILLS COUNTY",333,60.848,19.975
"TEXAS",48,"MITCHELL COUNTY",335,58.953,19.525
"TEXAS",48,"MONTAGUE COUNTY",337,57.264,22.943
"TEXAS",48,"MONTGOMERY COUNTY",339,67.737,16.826
"TEXAS",48,"MOORE COUNTY",341,65.662,15.13
"TEXAS",48,"MORRIS COUNTY",343,57.423,16.712
"TEXAS",48,"MOTLEY COUNTY",345,58.886,21.944
"TEXAS",48,"NACOGDOCHES COUNTY",347,66.991,14.542
"TEXAS",48,"NAVARRO COUNTY",349,63.728,16.446
"ALABAMA",1,"CONECUH COUNTY",35,62.348,11.763
"FLORIDA",12,"FLAGLER COUNTY",35,68.542,14.657
"GEORGIA",13,"BUTTS COUNTY",35,61.298,15.875
"IDAHO",16,"CLEARWATER COUNTY",35,63.315,18.746
"ILLINOIS",17,"CUMBERLAND COUNTY",35,57.713,20.392
"INDIANA",18,"DELAWARE COUNTY",35,67.71,14.094
"IOWA",19,"CHEROKEE COUNTY",35,62.24,18.179
"KANSAS",20,"COWLEY COUNTY",35,64.865,16.263
"KENTUCKY",21,"CALLOWAY COUNTY",35,64.565,15.656
"LOUISIANA",22,"EAST CARROLL PARISH",35,67.963,8.184
"MARYLAND",24,"QUEEN ANNE'S COUNTY",35,67.316,14.938
"MICHIGAN",26,"CLARE COUNTY",35,63.553,15.563
"MINNESOTA",27,"CROW WING COUNTY",35,64.834,15.659
"MISSISSIPPI",28,"FORREST COUNTY",35,68.454,11.543
"MISSOURI",29,"CARTER COUNTY",35,61.412,18.307
"MONTANA",30,"GLACIER COUNTY",35,75.507,9.2
"NEBRASKA",31,"CLAY COUNTY",35,60.224,19.905
"NEW JERSEY",34,"SOMERSET COUNTY",35,79.37,9.343
"NEW MEXICO",35,"OTERO COUNTY",35,66.486,14.752
"NEW YORK",36,"FULTON COUNTY",35,63.165,15.564
"NORTH CAROLINA",37,"CATAWBA COUNTY",35,64.309,15.586
"NORTH DAKOTA",38,"GRAND FORKS COUNTY",35,64.641,15.886
"OHIO",39,"CUYAHOGA COUNTY",35,76.046,8.206
"OKLAHOMA",40,"CRAIG COUNTY",35,62.117,18.568
"OREGON",41,"KLAMATH COUNTY",35,63.561,17.751
"PENNSYLVANIA",42,"CLINTON COUNTY",35,65.04,16.273
"SOUTH CAROLINA",45,"DORCHESTER COUNTY",35,70.202,12.391
"SOUTH DAKOTA",46,"DAVISON COUNTY",35,63.396,17.703
"TENNESSEE",47,"CUMBERLAND COUNTY",35,58.376,19.873
"TEXAS",48,"BOSQUE COUNTY",35,59.551,19.921
"UTAH",49,"SALT LAKE COUNTY",35,75.342,11.147
"ARKANSAS",5,"CRITTENDEN COUNTY",35,71.487,8.995
"VIRGINIA",51,"CARROLL COUNTY",35,61.204,18.204
"WASHINGTON",53,"KITSAP COUNTY",35,74.237,9.475
"WEST VIRGINIA",54,"JACKSON COUNTY",35,60.964,18.583
"WISCONSIN",55,"EAU CLAIRE COUNTY",35,69.916,12.202
"WYOMING",56,"SUBLETTE COUNTY",35,59.747,21.521
"CALIFORNIA",6,"LASSEN COUNTY",35,63.789,16.823
"COLORADO",8,"DOUGLAS COUNTY",35,69.659,14.366
"TEXAS",48,"NEWTON COUNTY",351,59.899,17.303
"TEXAS",48,"NOLAN COUNTY",353,65.917,15.758
"TEXAS",48,"NUECES COUNTY",355,74.258,10.814
"TEXAS",48,"OCHILTREE COUNTY",357,61.472,18.759
"TEXAS",48,"OLDHAM COUNTY",359,60.196,20.23
"VIRGINIA",51,"CHARLES CITY COUNTY",36,71.949,7.902
"TEXAS",48,"ORANGE COUNTY",361,58.801,19.769
"TEXAS",48,"PALO PINTO COUNTY",363,62.281,18.653
"TEXAS",48,"PANOLA COUNTY",365,50.707,19.696
"TEXAS",48,"PARKER COUNTY",367,58.221,20.699
"TEXAS",48,"PARMER COUNTY",369,69.223,13.059
"ALABAMA",1,"COOSA COUNTY",37,61.468,14.48
"FLORIDA",12,"FRANKLIN COUNTY",37,64.32,15.633
"GEORGIA",13,"CALHOUN COUNTY",37,72.773,7.284
"IDAHO",16,"CUSTER COUNTY",37,65.248,17.108
"ILLINOIS",17,"DEKALB COUNTY",37,72.299,11.631
"INDIANA",18,"DUBOIS COUNTY",37,58.174,21.077
"IOWA",19,"CHICKASAW COUNTY",37,66.493,15.082
"KANSAS",20,"CRAWFORD COUNTY",37,66.559,16.112
"KENTUCKY",21,"CAMPBELL COUNTY",37,66.74,15.183
"LOUISIANA",22,"EAST FELICIANA PARISH",37,62.41,12.747
"MARYLAND",24,"ST. MARY'S COUNTY",37,66.522,14.501
"MICHIGAN",26,"CLINTON COUNTY",37,66.689,15.714
"MINNESOTA",27,"DAKOTA COUNTY",37,72.847,11.778
"MISSISSIPPI",28,"FRANKLIN COUNTY",37,65.148,13.126
"MISSOURI",29,"CASS COUNTY",37,61.777,17.903
"MONTANA",30,"GOLDEN VALLEY COUNTY",37,64.779,17.46
"NEBRASKA",31,"COLFAX COUNTY",37,68.308,13.011
"NEW JERSEY",34,"SUSSEX COUNTY",37,64.819,13.399
"NEW MEXICO",35,"QUAY COUNTY",37,67.578,14.214
"NEW YORK",36,"GENESEE COUNTY",37,64.319,16.031
"NORTH CAROLINA",37,"CHATHAM COUNTY",37,73.975,10.159
"NORTH DAKOTA",38,"GRANT COUNTY",37,64.845,16.837
"OHIO",39,"DARKE COUNTY",37,59.616,20.362
"OKLAHOMA",40,"CREEK COUNTY",37,64.738,18.573
"OREGON",41,"LAKE COUNTY",37,63.754,17.709
"PENNSYLVANIA",42,"COLUMBIA COUNTY",37,66.055,15.767
"SOUTH CAROLINA",45,"EDGEFIELD COUNTY",37,66.617,11.616
"SOUTH DAKOTA",46,"DAY COUNTY",37,67.685,14.049
"TENNESSEE",47,"DAVIDSON COUNTY",37,69.414,8.417
"TEXAS",48,"BOWIE COUNTY",37,59.115,18.675
"UTAH",49,"SAN JUAN COUNTY",37,65.462,13.465
"ARKANSAS",5,"CROSS COUNTY",37,65.294,14.877
"VIRGINIA",51,"CHARLOTTE COUNTY",37,62.795,11.081
"WASHINGTON",53,"KITTITAS COUNTY",37,72.345,12.422
"WEST VIRGINIA",54,"JEFFERSON COUNTY",37,69.508,13.283
"WISCONSIN",55,"FLORENCE COUNTY",37,59.058,19.812
"WYOMING",56,"SWEETWATER COUNTY",37,56.229,18.583
"CALIFORNIA",6,"LOS ANGELES COUNTY",37,74.898,8.691
"COLORADO",8,"EAGLE COUNTY",37,76.734,10.088
"TEXAS",48,"PECOS COUNTY",371,68.366,12.332
"TEXAS",48,"POLK COUNTY",373,62.347,18.097
"TEXAS",48,"POTTER COUNTY",375,65.562,14.718
"TEXAS",48,"PRESIDIO COUNTY",377,79.681,6.429
"TEXAS",48,"RAINS COUNTY",379,60.27,20.252
"TEXAS",48,"RANDALL COUNTY",381,58.053,23.087
"TEXAS",48,"REAGAN COUNTY",383,66.172,15.316
"TEXAS",48,"REAL COUNTY",385,64.831,17.286
"TEXAS",48,"RED RIVER COUNTY",387,61.733,17.468
"TEXAS",48,"REEVES COUNTY",389,72.434,10.408
"ALABAMA",1,"COVINGTON COUNTY",39,58.216,19.939
"FLORIDA",12,"GADSDEN COUNTY",39,73.138,6.899
"GEORGIA",13,"CAMDEN COUNTY",39,62.981,16.837
"IDAHO",16,"ELMORE COUNTY",39,64.579,17.64
"ILLINOIS",17,"DE WITT COUNTY",39,60.992,19.049
"INDIANA",18,"ELKHART COUNTY",39,68.931,14.097
"IOWA",19,"CLARKE COUNTY",39,64.377,15.44
"KANSAS",20,"DECATUR COUNTY",39,61.497,19.611
"KENTUCKY",21,"CARLISLE COUNTY",39,56.377,20.768
"LOUISIANA",22,"EVANGELINE PARISH",39,60.748,16.169
"MARYLAND",24,"SOMERSET COUNTY",39,67.726,10.225
"MICHIGAN",26,"CRAWFORD COUNTY",39,65.56,15.803
"MINNESOTA",27,"DODGE COUNTY",39,64.805,16.973
"MISSISSIPPI",28,"GEORGE COUNTY",39,62.747,17.665
"MISSOURI",29,"CEDAR COUNTY",39,58.809,19.965
"MONTANA",30,"GRANITE COUNTY",39,67.474,15.436
"NEBRASKA",31,"CUMING COUNTY",39,59.627,19.177
"NEW JERSEY",34,"UNION COUNTY",39,79.056,6.237
"NEW MEXICO",35,"RIO ARRIBA COUNTY",39,71.524,11.716
"NEW YORK",36,"GREENE COUNTY",39,66.943,13.564
"NORTH CAROLINA",37,"CHEROKEE COUNTY",39,62.374,18.801
"NORTH DAKOTA",38,"GRIGGS COUNTY",39,65.696,16.217
"OHIO",39,"DEFIANCE COUNTY",39,62.582,17.439
"OKLAHOMA",40,"CUSTER COUNTY",39,63.865,18.584
"OREGON",41,"LANE COUNTY",39,76.099,9.727
"PENNSYLVANIA",42,"CRAWFORD COUNTY",39,66.482,16.287
"SOUTH CAROLINA",45,"FAIRFIELD COUNTY",39,71.305,7.805
"SOUTH DAKOTA",46,"DEUEL COUNTY",39,65.94,15.497
"TENNESSEE",47,"DECATUR COUNTY",39,59.642,18.153
"TEXAS",48,"BRAZORIA COUNTY",39,67.074,13.732
"UTAH",49,"SANPETE COUNTY",39,61.564,19.872
"ARKANSAS",5,"DALLAS COUNTY",39,70.384,10.104
"WASHINGTON",53,"KLICKITAT COUNTY",39,70.112,13.232
"WEST VIRGINIA",54,"KANAWHA COUNTY",39,66.927,13.137
"WISCONSIN",55,"FOND DU LAC COUNTY",39,66.624,16.454
"WYOMING",56,"TETON COUNTY",39,77.912,9.745
"CALIFORNIA",6,"MADERA COUNTY",39,71.603,10.825
"COLORADO",8,"ELBERT COUNTY",39,64.568,18.638
"TEXAS",48,"REFUGIO COUNTY",391,66.1,14.515
"TEXAS",48,"ROBERTS COUNTY",393,57.323,22.962
"TEXAS",48,"ROBERTSON COUNTY",395,63.846,13.903
"TEXAS",48,"ROCKWALL COUNTY",397,67.748,16.477
"TEXAS",48,"RUNNELS COUNTY",399,63.51,17.962
"TEXAS",48,"RUSK COUNTY",401,53.486,19.282
"TEXAS",48,"SABINE COUNTY",403,54.558,24.001
"TEXAS",48,"SAN AUGUSTINE COUNTY",405,60.501,17.549
"TEXAS",48,"SAN JACINTO COUNTY",407,59.397,18.954
"TEXAS",48,"SAN PATRICIO COUNTY",409,67.355,14.225
"ALABAMA",1,"CRENSHAW COUNTY",41,61.921,15.18
"FLORIDA",12,"GILCHRIST COUNTY",41,64.848,16.302
"IDAHO",16,"FRANKLIN COUNTY",41,56.4,23.524
"ILLINOIS",17,"DOUGLAS COUNTY",41,63.1,16.845
"INDIANA",18,"FAYETTE COUNTY",41,60.445,19.532
"IOWA",19,"CLAY COUNTY",41,65.256,16.596
"KANSAS",20,"DICKINSON COUNTY",41,62.142,18.654
"KENTUCKY",21,"CARROLL COUNTY",41,55.522,16.228
"LOUISIANA",22,"FRANKLIN PARISH",41,59.064,16.2
"MARYLAND",24,"TALBOT COUNTY",41,72.046,11.633
"MICHIGAN",26,"DELTA COUNTY",41,61.363,16.547
"MINNESOTA",27,"DOUGLAS COUNTY",41,64.419,16.961
"MISSISSIPPI",28,"GREENE COUNTY",41,57.87,17.914
"MISSOURI",29,"CHARITON COUNTY",41,55.866,17.674
"MONTANA",30,"HILL COUNTY",41,68.826,14.529
"NEBRASKA",31,"CUSTER COUNTY",41,60.491,20.117
"NEW JERSEY",34,"WARREN COUNTY",41,67.8,13.333
"NEW MEXICO",35,"ROOSEVELT COUNTY",41,66.688,15.451
"NEW YORK",36,"HAMILTON COUNTY",41,62.347,16.617
"NORTH CAROLINA",37,"CHOWAN COUNTY",41,67.984,11.741
"NORTH DAKOTA",38,"HETTINGER COUNTY",41,57.714,21.305
"OHIO",39,"DELAWARE COUNTY",41,66.355,15.486
"OKLAHOMA",40,"DELAWARE COUNTY",41,62.088,18.007
"OREGON",41,"LINCOLN COUNTY",41,75.921,10.601
"PENNSYLVANIA",42,"CUMBERLAND COUNTY",41,70.644,14.541
"SOUTH CAROLINA",45,"FLORENCE COUNTY",41,66.798,10.108
"SOUTH DAKOTA",46,"DEWEY COUNTY",41,72.602,10.201
"TENNESSEE",47,"DEKALB COUNTY",41,61.538,18.028
"TEXAS",48,"BRAZOS COUNTY",41,70.442,13.949
"UTAH",49,"SEVIER COUNTY",41,57.951,22.647
"ARKANSAS",5,"DESHA COUNTY",41,68.014,9.971
"VIRGINIA",51,"CHESTERFIELD COUNTY",41,70.389,11.712
"WASHINGTON",53,"LEWIS COUNTY",41,63.586,16.523
"WEST VIRGINIA",54,"LEWIS COUNTY",41,62.226,18.622
"WISCONSIN",55,"FOREST COUNTY",41,66.1,14.462
"WYOMING",56,"UINTA COUNTY",41,61.203,19.981
"CALIFORNIA",6,"MARIN COUNTY",41,81.582,8.058
"COLORADO",8,"EL PASO COUNTY",41,68.886,15.108
"TEXAS",48,"SAN SABA COUNTY",411,64.3,16.632
"TEXAS",48,"SCHLEICHER COUNTY",413,62.783,18.125
"TEXAS",48,"SCURRY COUNTY",415,60.607,18.815
"TEXAS",48,"SHACKELFORD COUNTY",417,56.357,23.696
"TEXAS",48,"SHELBY COUNTY",419,59.851,17.471
"TEXAS",48,"SHERMAN COUNTY",421,63.766,17.579
"TEXAS",48,"SMITH COUNTY",423,64.672,16.53
"TEXAS",48,"SOMERVELL COUNTY",425,61.944,19.568
"TEXAS",48,"STARR COUNTY",427,79.292,6.293
"TEXAS",48,"STEPHENS COUNTY",429,60.351,20.648
"ALABAMA",1,"CULLMAN COUNTY",43,49.259,26.009
"FLORIDA",12,"GLADES COUNTY",43,65.782,14.085
"GEORGIA",13,"CANDLER COUNTY",43,62.358,15.244
"IDAHO",16,"FREMONT COUNTY",43,59.592,20.957
"ILLINOIS",17,"DUPAGE COUNTY",43,78.105,9.52
"INDIANA",18,"FLOYD COUNTY",43,66.024,15.594
"IOWA",19,"CLAYTON COUNTY",43,64.843,15.192
"KANSAS",20,"DONIPHAN COUNTY",43,59.054,19.404
"KENTUCKY",21,"CARTER COUNTY",43,61.016,17.576
"LOUISIANA",22,"GRANT PARISH",43,58.706,18.714
"MARYLAND",24,"WASHINGTON COUNTY",43,68.998,13.306
"MICHIGAN",26,"DICKINSON COUNTY",43,64.005,16.573
"MINNESOTA",27,"FARIBAULT COUNTY",43,61.621,18.262
"MISSISSIPPI",28,"GRENADA COUNTY",43,64.226,12.143
"MISSOURI",29,"CHRISTIAN COUNTY",43,60.382,19.615
"MONTANA",30,"JEFFERSON COUNTY",43,65.886,17.438
"NEBRASKA",31,"DAKOTA COUNTY",43,66.569,12.096
"NEW MEXICO",35,"SANDOVAL COUNTY",43,74.098,10.086
"NEW YORK",36,"HERKIMER COUNTY",43,66.1,15.247
"NORTH CAROLINA",37,"CLAY COUNTY",43,60.396,19.511
"NORTH DAKOTA",38,"KIDDER COUNTY",43,65.591,16.39
"OHIO",39,"ERIE COUNTY",43,65.192,15.305
"OKLAHOMA",40,"DEWEY COUNTY",43,58.735,22.21
"OREGON",41,"LINN COUNTY",43,67.535,15.918
"PENNSYLVANIA",42,"DAUPHIN COUNTY",43,77.14,8.686
"SOUTH CAROLINA",45,"GEORGETOWN COUNTY",43,70.136,10.344
"SOUTH DAKOTA",46,"DOUGLAS COUNTY",43,61.232,18.938
"TENNESSEE",47,"DICKSON COUNTY",43,60.857,17.657
"TEXAS",48,"BREWSTER COUNTY",43,74.813,10.483
"UTAH",49,"SUMMIT COUNTY",43,76.711,10.444
"ARKANSAS",5,"DREW COUNTY",43,66.152,13.766
"VIRGINIA",51,"CLARKE COUNTY",43,70.065,13.326
"WASHINGTON",53,"LINCOLN COUNTY",43,66.717,15.868
"WEST VIRGINIA",54,"LINCOLN COUNTY",43,57.185,20.297
"WISCONSIN",55,"GRANT COUNTY",43,66.921,14.847
"WYOMING",56,"WASHAKIE COUNTY",43,58.973,21.206
"CALIFORNIA",6,"MARIPOSA COUNTY",43,72.251,12.64
"COLORADO",8,"FREMONT COUNTY",43,64.749,17.528
"TEXAS",48,"STERLING COUNTY",431,60.736,19.484
"TEXAS",48,"STONEWALL COUNTY",433,56.886,22.148
"TEXAS",48,"SUTTON COUNTY",435,64.237,16.613
"TEXAS",48,"SWISHER COUNTY",437,61.631,17.589
"TEXAS",48,"TARRANT COUNTY",439,67.387,13.408
"TEXAS",48,"TAYLOR COUNTY",441,60.627,18.511
"TEXAS",48,"TERRELL COUNTY",443,64.998,18.07
"TEXAS",48,"TERRY COUNTY",445,66.67,14.232
"TEXAS",48,"THROCKMORTON COUNTY",447,57.069,22.758
"TEXAS",48,"TITUS COUNTY",449,56.459,16.148
"ALABAMA",1,"DALE COUNTY",45,59.623,18.154
"FLORIDA",12,"GULF COUNTY",45,65.352,15.07
"GEORGIA",13,"CARROLL COUNTY",45,66.559,13.431
"IDAHO",16,"GEM COUNTY",45,60.376,20.233
"ILLINOIS",17,"EDGAR COUNTY",45,58.526,19.634
"INDIANA",18,"FOUNTAIN COUNTY",45,58.187,20.056
"IOWA",19,"CLINTON COUNTY",45,64.613,16.278
"KANSAS",20,"DOUGLAS COUNTY",45,78.473,9.266
"KENTUCKY",21,"CASEY COUNTY",45,56.076,20.903
"LOUISIANA",22,"IBERIA PARISH",45,62.461,14.558
"MARYLAND",24,"WICOMICO COUNTY",45,71.922,11.273
"MICHIGAN",26,"EATON COUNTY",45,70.295,12.52
"MINNESOTA",27,"FILLMORE COUNTY",45,68.683,13.87
"MISSISSIPPI",28,"HANCOCK COUNTY",45,57.61,20.814
"MISSOURI",29,"CLARK COUNTY",45,60.689,18.258
"MONTANA",30,"JUDITH BASIN COUNTY",45,66.085,17.003
"NEBRASKA",31,"DAWES COUNTY",45,68.353,15.171
"NEW MEXICO",35,"SAN JUAN COUNTY",45,59.312,17.039
"NEW YORK",36,"JEFFERSON COUNTY",45,70.534,12.535
"NORTH CAROLINA",37,"CLEVELAND COUNTY",45,62.565,15.649
"NORTH DAKOTA",38,"LAMOURE COUNTY",45,64.875,14.949
"OHIO",39,"FAIRFIELD COUNTY",45,63.269,14.845
"OKLAHOMA",40,"ELLIS COUNTY",45,59.508,21.143
"OREGON",41,"MALHEUR COUNTY",45,65.57,16.109
"PENNSYLVANIA",42,"DELAWARE COUNTY",45,78.394,7.45
"SOUTH CAROLINA",45,"GREENVILLE COUNTY",45,65.08,14.399
"SOUTH DAKOTA",46,"EDMUNDS COUNTY",45,65.552,16.537
"TENNESSEE",47,"DYER COUNTY",45,57.108,19.771
"TEXAS",48,"BRISCOE COUNTY",45,62.874,19.326
"UTAH",49,"TOOELE COUNTY",45,66.679,16.566
"ARKANSAS",5,"FAULKNER COUNTY",45,64.695,15.944
"VIRGINIA",51,"CRAIG COUNTY",45,60.135,19.69
"WASHINGTON",53,"MASON COUNTY",45,67.735,13.475
"WEST VIRGINIA",54,"LOGAN COUNTY",45,57.027,19.422
"WISCONSIN",55,"GREEN COUNTY",45,67.359,14.331
"WYOMING",56,"WESTON COUNTY",45,57.669,21.9
"CALIFORNIA",6,"MENDOCINO COUNTY",45,77.83,8.847
"COLORADO",8,"GARFIELD COUNTY",45,71.975,12.063
"TEXAS",48,"TOM GREEN COUNTY",451,68.728,15.241
"TEXAS",48,"TRAVIS COUNTY",453,82.386,7.683
"TEXAS",48,"TRINITY COUNTY",455,61.036,18.669
"TEXAS",48,"TYLER COUNTY",457,58.714,19.943
"TEXAS",48,"UPSHUR COUNTY",459,58.493,20.273
"TEXAS",48,"UPTON COUNTY",461,57.76,17.395
"TEXAS",48,"UVALDE COUNTY",463,70.575,12.014
"TEXAS",48,"VAL VERDE COUNTY",465,75.788,9.25
"TEXAS",48,"VAN ZANDT COUNTY",467,57.934,22.442
"TEXAS",48,"VICTORIA COUNTY",469,67.021,13.889
"ALABAMA",1,"DALLAS COUNTY",47,70.438,7.246
"FLORIDA",12,"HAMILTON COUNTY",47,66.483,11.826
"GEORGIA",13,"CATOOSA COUNTY",47,60.305,20.653
"IDAHO",16,"GOODING COUNTY",47,58.963,20.144
"ILLINOIS",17,"EDWARDS COUNTY",47,56.299,22.799
"INDIANA",18,"FRANKLIN COUNTY",47,56.945,21.765
"IOWA",19,"CRAWFORD COUNTY",47,65.064,15.319
"KANSAS",20,"EDWARDS COUNTY",47,61.891,18.83
"KENTUCKY",21,"CHRISTIAN COUNTY",47,64.659,14.928
"LOUISIANA",22,"IBERVILLE PARISH",47,66.192,10.356
"MARYLAND",24,"WORCESTER COUNTY",47,68.41,13.698
"MICHIGAN",26,"EMMET COUNTY",47,67.442,15.504
"MINNESOTA",27,"FREEBORN COUNTY",47,64.384,16.404
"MISSISSIPPI",28,"HARRISON COUNTY",47,59.112,18.852
"MISSOURI",29,"CLAY COUNTY",47,70.434,14.92
"MONTANA",30,"LAKE COUNTY",47,70.576,13.584
"NEBRASKA",31,"DAWSON COUNTY",47,66.704,14.211
"NEW MEXICO",35,"SAN MIGUEL COUNTY",47,77.87,7.458
"NEW YORK",36,"KINGS COUNTY",47,75.526,5.687
"NORTH CAROLINA",37,"COLUMBUS COUNTY",47,67.135,12.76
"NORTH DAKOTA",38,"LOGAN COUNTY",47,63.15,17.198
"OHIO",39,"FAYETTE COUNTY",47,60.315,18.212
"OKLAHOMA",40,"GARFIELD COUNTY",47,61.767,20.166
"OREGON",41,"MARION COUNTY",47,70.806,12.325
"PENNSYLVANIA",42,"ELK COUNTY",47,61.633,18.014
"SOUTH CAROLINA",45,"GREENWOOD COUNTY",47,68.424,11.866
"SOUTH DAKOTA",46,"FALL RIVER COUNTY",47,68.623,14.837
"TENNESSEE",47,"FAYETTE COUNTY",47,61.036,16.157
"TEXAS",48,"BROOKS COUNTY",47,75.938,8.583
"UTAH",49,"UINTAH COUNTY",47,56.54,21.336
"ARKANSAS",5,"FRANKLIN COUNTY",47,56.887,21.936
"VIRGINIA",51,"CULPEPER COUNTY",47,67.508,13.986
"WASHINGTON",53,"OKANOGAN COUNTY",47,69.816,13.452
"WEST VIRGINIA",54,"MCDOWELL COUNTY",47,57.654,18.374
"WISCONSIN",55,"GREEN LAKE COUNTY",47,64.354,16.008
