"state","s_fips","county","c_fips","happening","happening_oppose"
"NEBRASKA",31,"SALINE COUNTY",151,66.191,14.365
"NORTH CAROLINA",37,"RANDOLPH COUNTY",151,63.068,16.782
"OHIO",39,"STARK COUNTY",151,67.281,13.413
"OKLAHOMA",40,"WOODS COUNTY",151,61.119,20.994
"TENNESSEE",47,"SCOTT COUNTY",151,54.771,22.12
"TEXAS",48,"FISHER COUNTY",151,64.589,16.844
"GEORGIA",13,"HOUSTON COUNTY",153,67.886,12.375
"ILLINOIS",17,"PULASKI COUNTY",153,64.323,13.832
"INDIANA",18,"SULLIVAN COUNTY",153,52.794,19.268
"IOWA",19,"POLK COUNTY",153,69.459,14.363
"KANSAS",20,"RAWLINS COUNTY",153,63.552,18.505
"KENTUCKY",21,"MAGOFFIN COUNTY",153,56.88,20.307
"MICHIGAN",26,"SCHOOLCRAFT COUNTY",153,64.802,15.995
"MINNESOTA",27,"TODD COUNTY",153,61.653,17.238
"MISSISSIPPI",28,"WAYNE COUNTY",153,64.582,12.193
"MISSOURI",29,"OZARK COUNTY",153,60.832,18.598
"NEBRASKA",31,"SARPY COUNTY",153,61.055,17.3
"NORTH CAROLINA",37,"RICHMOND COUNTY",153,65.304,12.425
"OHIO",39,"SUMMIT COUNTY",153,70.388,11.003
"OKLAHOMA",40,"WOODWARD COUNTY",153,58.059,22.266
"TENNESSEE",47,"SEQUATCHIE COUNTY",153,58.338,19.999
"TEXAS",48,"FLOYD COUNTY",153,63.282,16.711
"VIRGINIA",51,"PRINCE WILLIAM COUNTY",153,73.283,9.875
"GEORGIA",13,"IRWIN COUNTY",155,58.57,17.618
"ILLINOIS",17,"PUTNAM COUNTY",155,60.665,17.817
"INDIANA",18,"SWITZERLAND COUNTY",155,55.759,17.053
"IOWA",19,"POTTAWATTAMIE COUNTY",155,62.292,15.705
"KANSAS",20,"RENO COUNTY",155,60.599,17.121
"KENTUCKY",21,"MARION COUNTY",155,64.604,15.017
"MICHIGAN",26,"SHIAWASSEE COUNTY",155,66.234,14.681
"MINNESOTA",27,"TRAVERSE COUNTY",155,68.83,13.7
"MISSISSIPPI",28,"WEBSTER COUNTY",155,56.393,19.829
"MISSOURI",29,"PEMISCOT COUNTY",155,61.416,14.747
"NEBRASKA",31,"SAUNDERS COUNTY",155,61.912,19.209
"NORTH CAROLINA",37,"ROBESON COUNTY",155,69.395,11.388
"OHIO",39,"TRUMBULL COUNTY",155,66.568,14.249
"TENNESSEE",47,"SEVIER COUNTY",155,64.221,17.076
"TEXAS",48,"FOARD COUNTY",155,61.214,19.289
"VIRGINIA",51,"PULASKI COUNTY",155,63.904,17.37
"GEORGIA",13,"JACKSON COUNTY",157,61.994,18.66
"ILLINOIS",17,"RANDOLPH COUNTY",157,57.915,17.41
"INDIANA",18,"TIPPECANOE COUNTY",157,72.08,12.709
"IOWA",19,"POWESHIEK COUNTY",157,73.215,11.488
"KANSAS",20,"REPUBLIC COUNTY",157,59.579,21.306
"KENTUCKY",21,"MARSHALL COUNTY",157,56.154,21.704
"MICHIGAN",26,"TUSCOLA COUNTY",157,63.109,16.392
"MINNESOTA",27,"WABASHA COUNTY",157,65.856,14.9
"MISSISSIPPI",28,"WILKINSON COUNTY",157,68.36,7.444
"MISSOURI",29,"PERRY COUNTY",157,58.253,19.825
"NEBRASKA",31,"SCOTTS BLUFF COUNTY",157,63.352,17.732
"NORTH CAROLINA",37,"ROCKINGHAM COUNTY",157,64.35,15.403
"OHIO",39,"TUSCARAWAS COUNTY",157,56.305,16.646
"TENNESSEE",47,"SHELBY COUNTY",157,65.628,10.018
"TEXAS",48,"FORT BEND COUNTY",157,73.549,11.816
"VIRGINIA",51,"RAPPAHANNOCK COUNTY",157,68.299,13.743
"ALASKA",2,"KUSILVAK CENSUS AREA",158,73.132,9.541
"GEORGIA",13,"JASPER COUNTY",159,60.702,15.617
"ILLINOIS",17,"RICHLAND COUNTY",159,60.257,19.806
"INDIANA",18,"TIPTON COUNTY",159,58.675,20.325
"IOWA",19,"RINGGOLD COUNTY",159,62.658,17.869
"KANSAS",20,"RICE COUNTY",159,62.204,18.621
"KENTUCKY",21,"MARTIN COUNTY",159,54.178,21.965
"MICHIGAN",26,"VAN BUREN COUNTY",159,68.893,13.912
"MINNESOTA",27,"WADENA COUNTY",159,61.91,18.086
"MISSISSIPPI",28,"WINSTON COUNTY",159,66.767,10.79
"MISSOURI",29,"PETTIS COUNTY",159,61.217,17.557
"NEBRASKA",31,"SEWARD COUNTY",159,61.916,19.34
"NORTH CAROLINA",37,"ROWAN COUNTY",159,64.999,14.905
"OHIO",39,"UNION COUNTY",159,59.83,18.936
"TENNESSEE",47,"SMITH COUNTY",159,57.246,19.827
"TEXAS",48,"FRANKLIN COUNTY",159,59.796,20.838
"VIRGINIA",51,"RICHMOND COUNTY",159,68.222,11.787
"ALASKA",2,"ALEUTIANS WEST CENSUS AREA",16,72.908,10.458
"GEORGIA",13,"JEFF DAVIS COUNTY",161,57.238,19.528
"ILLINOIS",17,"ROCK ISLAND COUNTY",161,67.072,13.938
"INDIANA",18,"UNION COUNTY",161,60.964,18.855
"IOWA",19,"SAC COUNTY",161,60.538,19.15
"KANSAS",20,"RILEY COUNTY",161,71.92,12.651
"KENTUCKY",21,"MASON COUNTY",161,54.276,17.278
"MICHIGAN",26,"WASHTENAW COUNTY",161,81.815,7.267
"MINNESOTA",27,"WASECA COUNTY",161,64.034,16.646
"MISSISSIPPI",28,"YALOBUSHA COUNTY",161,62.758,13.275
"MISSOURI",29,"PHELPS COUNTY",161,60.836,18.358
"NEBRASKA",31,"SHERIDAN COUNTY",161,65.251,16.54
"NORTH CAROLINA",37,"RUTHERFORD COUNTY",161,62.769,17.602
"OHIO",39,"VAN WERT COUNTY",161,56.724,19.99
"TENNESSEE",47,"STEWART COUNTY",161,51.806,19.407
"TEXAS",48,"FREESTONE COUNTY",161,51.11,19.609
"VIRGINIA",51,"ROANOKE COUNTY",161,67.581,15.583
"GEORGIA",13,"JEFFERSON COUNTY",163,68.992,8.999
"ILLINOIS",17,"ST. CLAIR COUNTY",163,72.911,10.153
"INDIANA",18,"VANDERBURGH COUNTY",163,67.165,14.229
"IOWA",19,"SCOTT COUNTY",163,67.215,14.851
"KANSAS",20,"ROOKS COUNTY",163,60.83,20.111
"KENTUCKY",21,"MEADE COUNTY",163,59.127,19.889
"MICHIGAN",26,"WAYNE COUNTY",163,69.461,9.565
"MINNESOTA",27,"WASHINGTON COUNTY",163,70.811,12.863
"MISSISSIPPI",28,"YAZOO COUNTY",163,70.028,8.47
"MISSOURI",29,"PIKE COUNTY",163,58.887,18.188
"NEBRASKA",31,"SHERMAN COUNTY",163,61.888,18.619
"NORTH CAROLINA",37,"SAMPSON COUNTY",163,65.759,12.617
"OHIO",39,"VINTON COUNTY",163,59.224,18.549
"TENNESSEE",47,"SULLIVAN COUNTY",163,58.017,20.638
"TEXAS",48,"FRIO COUNTY",163,70.278,11.223
"VIRGINIA",51,"ROCKBRIDGE COUNTY",163,63.256,16.832
"ALASKA",2,"LAKE AND PENINSULA BOROUGH",164,73.208,10.476
"GEORGIA",13,"JENKINS COUNTY",165,65.931,12.277
"ILLINOIS",17,"SALINE COUNTY",165,60.685,19.347
"INDIANA",18,"VERMILLION COUNTY",165,53.598,18.726
"IOWA",19,"SHELBY COUNTY",165,64.393,16.81
"KANSAS",20,"RUSH COUNTY",165,63.224,18.439
"KENTUCKY",21,"MENIFEE COUNTY",165,56.344,20.365
"MICHIGAN",26,"WEXFORD COUNTY",165,63.518,16.916
"MINNESOTA",27,"WATONWAN COUNTY",165,66.932,13.644
"MISSOURI",29,"PLATTE COUNTY",165,69.297,13.334
"NEBRASKA",31,"SIOUX COUNTY",165,64.77,16.932
"NORTH CAROLINA",37,"SCOTLAND COUNTY",165,70.597,10.072
"OHIO",39,"WARREN COUNTY",165,66.185,17.439
"TENNESSEE",47,"SUMNER COUNTY",165,63.325,17.326
"TEXAS",48,"GAINES COUNTY",165,61.169,17.169
"VIRGINIA",51,"ROCKINGHAM COUNTY",165,63.295,16.284
"GEORGIA",13,"JOHNSON COUNTY",167,65.592,12.753
"ILLINOIS",17,"SANGAMON COUNTY",167,68.482,13.808
"INDIANA",18,"VIGO COUNTY",167,66.865,13.903
"IOWA",19,"SIOUX COUNTY",167,62.58,18.842
"KANSAS",20,"RUSSELL COUNTY",167,56.774,23.07
"KENTUCKY",21,"MERCER COUNTY",167,59.582,17.784
"MINNESOTA",27,"WILKIN COUNTY",167,63.189,17.383
"MISSOURI",29,"POLK COUNTY",167,62.57,17.171
"NEBRASKA",31,"STANTON COUNTY",167,58.453,21.064
"NORTH CAROLINA",37,"STANLY COUNTY",167,62.023,17.673
"OHIO",39,"WASHINGTON COUNTY",167,60.099,17.315
"TENNESSEE",47,"TIPTON COUNTY",167,57.694,18.524
"TEXAS",48,"GALVESTON COUNTY",167,66.644,14.506
"VIRGINIA",51,"RUSSELL COUNTY",167,59.467,19.479
"GEORGIA",13,"JONES COUNTY",169,64.408,14.72
"ILLINOIS",17,"SCHUYLER COUNTY",169,64.147,16.177
"INDIANA",18,"WABASH COUNTY",169,58.148,21.241
"IOWA",19,"STORY COUNTY",169,75.672,10.655
"KANSAS",20,"SALINE COUNTY",169,67.526,15.614
"KENTUCKY",21,"METCALFE COUNTY",169,59.197,18.069
"MINNESOTA",27,"WINONA COUNTY",169,70.385,13
"MISSOURI",29,"PULASKI COUNTY",169,70.177,12.823
"NEBRASKA",31,"THAYER COUNTY",169,60.785,19.718
"NORTH CAROLINA",37,"STOKES COUNTY",169,57.358,19.578
"OHIO",39,"WAYNE COUNTY",169,62.886,16.324
"TENNESSEE",47,"TROUSDALE COUNTY",169,64.95,14.851
"TEXAS",48,"GARZA COUNTY",169,63.033,17.035
"VIRGINIA",51,"SCOTT COUNTY",169,56.111,21.124
"ALABAMA",1,"CHAMBERS COUNTY",17,64.602,12.533
"FLORIDA",12,"CITRUS COUNTY",17,69.274,14.324
"GEORGIA",13,"BEN HILL COUNTY",17,65.436,12.924
"IDAHO",16,"BONNER COUNTY",17,65.649,16.873
"ILLINOIS",17,"CASS COUNTY",17,65.422,14.309
"INDIANA",18,"CASS COUNTY",17,62.859,17.254
"IOWA",19,"BREMER COUNTY",17,66.987,14.667
"KANSAS",20,"CHASE COUNTY",17,66.664,15.789
"KENTUCKY",21,"BOURBON COUNTY",17,63.593,15.802
"LOUISIANA",22,"CADDO PARISH",17,67.087,11.278
"MAINE",23,"OXFORD COUNTY",17,68.633,13.429
"MARYLAND",24,"CHARLES COUNTY",17,75.87,7.573
"MASSACHUSETTS",25,"MIDDLESEX COUNTY",17,77.912,8.403
"MICHIGAN",26,"BAY COUNTY",17,64.48,15.722
"MINNESOTA",27,"CARLTON COUNTY",17,66.93,14.508
"MISSISSIPPI",28,"CHICKASAW COUNTY",17,65.469,11.095
"MISSOURI",29,"BOLLINGER COUNTY",17,62.726,16.447
"MONTANA",30,"CUSTER COUNTY",17,64.302,18.324
"NEBRASKA",31,"BROWN COUNTY",17,59.891,20.129
"NEVADA",32,"LINCOLN COUNTY",17,57.254,21.901
"NEW HAMPSHIRE",33,"STRAFFORD COUNTY",17,71.658,12.456
"NEW JERSEY",34,"HUDSON COUNTY",17,83.161,6.085
"NEW MEXICO",35,"GRANT COUNTY",17,72.257,11.99
"NEW YORK",36,"CHENANGO COUNTY",17,67.421,14.005
"NORTH CAROLINA",37,"BLADEN COUNTY",17,66.502,11.984
"NORTH DAKOTA",38,"CASS COUNTY",17,68.186,15.577
"OHIO",39,"BUTLER COUNTY",17,60.761,15.082
"ARIZONA",4,"NAVAJO COUNTY",17,70.496,11.982
"OKLAHOMA",40,"CANADIAN COUNTY",17,60.045,21.248
"OREGON",41,"DESCHUTES COUNTY",17,74.046,11.514
"PENNSYLVANIA",42,"BUCKS COUNTY",17,64.015,14.902
"SOUTH CAROLINA",45,"CALHOUN COUNTY",17,64.69,11.439
"SOUTH DAKOTA",46,"BUFFALO COUNTY",17,73.626,8.952
"TENNESSEE",47,"CARROLL COUNTY",17,56.941,19.43
"TEXAS",48,"BAILEY COUNTY",17,67.347,12.434
"UTAH",49,"GARFIELD COUNTY",17,62.209,18.933
"ARKANSAS",5,"CHICOT COUNTY",17,70.308,8.336
"VERMONT",50,"ORANGE COUNTY",17,75.051,9.989
"VIRGINIA",51,"BATH COUNTY",17,61.109,18.259
"WASHINGTON",53,"DOUGLAS COUNTY",17,67.973,15.027
"WEST VIRGINIA",54,"DODDRIDGE COUNTY",17,62.274,17.921
"WISCONSIN",55,"CHIPPEWA COUNTY",17,63.104,15.926
"WYOMING",56,"HOT SPRINGS COUNTY",17,61.087,20.761
"CALIFORNIA",6,"EL DORADO COUNTY",17,69.311,13.221
"COLORADO",8,"CHEYENNE COUNTY",17,59.388,21.113
"ALASKA",2,"MATANUSKA-SUSITNA BOROUGH",170,68.16,14.205
"GEORGIA",13,"LAMAR COUNTY",171,64.961,13.777
"ILLINOIS",17,"SCOTT COUNTY",171,58.955,20.032
"INDIANA",18,"WARREN COUNTY",171,60.623,19.062
"IOWA",19,"TAMA COUNTY",171,66.162,14.828
"KANSAS",20,"SCOTT COUNTY",171,61.395,19.193
"KENTUCKY",21,"MONROE COUNTY",171,56.357,19.648
"MINNESOTA",27,"WRIGHT COUNTY",171,63.644,17.798
"MISSOURI",29,"PUTNAM COUNTY",171,61.358,18.557
"NEBRASKA",31,"THOMAS COUNTY",171,63.864,17.849
"NORTH CAROLINA",37,"SURRY COUNTY",171,62.261,18.631
"OHIO",39,"WILLIAMS COUNTY",171,62.683,17.885
"TENNESSEE",47,"UNICOI COUNTY",171,57.441,19.241
"TEXAS",48,"GILLESPIE COUNTY",171,66.175,16.931
"VIRGINIA",51,"SHENANDOAH COUNTY",171,65.547,16.902
"GEORGIA",13,"LANIER COUNTY",173,59.819,17.417
"ILLINOIS",17,"SHELBY COUNTY",173,60.028,20.043
"INDIANA",18,"WARRICK COUNTY",173,61.601,18.955
"IOWA",19,"TAYLOR COUNTY",173,65.221,16.252
"KANSAS",20,"SEDGWICK COUNTY",173,68.285,16.141
"KENTUCKY",21,"MONTGOMERY COUNTY",173,60.17,18.049
"MINNESOTA",27,"YELLOW MEDICINE COUNTY",173,64.113,16.528
"MISSOURI",29,"RALLS COUNTY",173,59.212,19.17
"NEBRASKA",31,"THURSTON COUNTY",173,66.687,11.791
"NORTH CAROLINA",37,"SWAIN COUNTY",173,65.569,15.281
"OHIO",39,"WOOD COUNTY",173,69.605,14.691
"TENNESSEE",47,"UNION COUNTY",173,54.952,21.288
"TEXAS",48,"GLASSCOCK COUNTY",173,62.66,18.366
"VIRGINIA",51,"SMYTH COUNTY",173,62.218,18.282
"GEORGIA",13,"LAURENS COUNTY",175,64.358,13.881
"ILLINOIS",17,"STARK COUNTY",175,63.549,16.883
"INDIANA",18,"WASHINGTON COUNTY",175,59.972,19.091
"IOWA",19,"UNION COUNTY",175,66.848,15.163
"KANSAS",20,"SEWARD COUNTY",175,71.087,11.013
"KENTUCKY",21,"MORGAN COUNTY",175,55.696,21.043
"MISSOURI",29,"RANDOLPH COUNTY",175,57.754,18.447
"NEBRASKA",31,"VALLEY COUNTY",175,62.925,18.247
"NORTH CAROLINA",37,"TRANSYLVANIA COUNTY",175,67.105,13.815
"OHIO",39,"WYANDOT COUNTY",175,59.389,19.501
"TENNESSEE",47,"VAN BUREN COUNTY",175,59.672,18.318
"TEXAS",48,"GOLIAD COUNTY",175,58.727,16.18
"VIRGINIA",51,"SOUTHAMPTON COUNTY",175,65.975,12.673
"GEORGIA",13,"LEE COUNTY",177,63.383,17.243
"ILLINOIS",17,"STEPHENSON COUNTY",177,67.269,14.502
"INDIANA",18,"WAYNE COUNTY",177,62.597,16.669
"IOWA",19,"VAN BUREN COUNTY",177,64.806,16.265
"KANSAS",20,"SHAWNEE COUNTY",177,69.029,13.382
"KENTUCKY",21,"MUHLENBERG COUNTY",177,51.762,19.387
"MISSOURI",29,"RAY COUNTY",177,59.947,17.337
"NEBRASKA",31,"WASHINGTON COUNTY",177,60.039,19.276
"NORTH CAROLINA",37,"TYRRELL COUNTY",177,68.157,10.825
"TENNESSEE",47,"WARREN COUNTY",177,58.605,18.082
"TEXAS",48,"GONZALES COUNTY",177,65.578,14.662
"VIRGINIA",51,"SPOTSYLVANIA COUNTY",177,69.566,12.906
"GEORGIA",13,"LIBERTY COUNTY",179,73.741,8.947
"ILLINOIS",17,"TAZEWELL COUNTY",179,61.189,17.957
"INDIANA",18,"WELLS COUNTY",179,56.984,22.08
"IOWA",19,"WAPELLO COUNTY",179,61.381,16.227
"KANSAS",20,"SHERIDAN COUNTY",179,62.642,18.932
"KENTUCKY",21,"NELSON COUNTY",179,62.082,17.53
"MISSOURI",29,"REYNOLDS COUNTY",179,62.07,17.469
"NEBRASKA",31,"WAYNE COUNTY",179,63.659,18.123
"NORTH CAROLINA",37,"UNION COUNTY",179,64.464,16.174
"TENNESSEE",47,"WASHINGTON COUNTY",179,57.296,21.213
"TEXAS",48,"GRAY COUNTY",179,57.854,21.556
"VIRGINIA",51,"STAFFORD COUNTY",179,73.167,11.706
"ALASKA",2,"NOME CENSUS AREA",180,73.215,10.254
"GEORGIA",13,"LINCOLN COUNTY",181,61.989,15.376
"ILLINOIS",17,"UNION COUNTY",181,61.368,17.673
"INDIANA",18,"WHITE COUNTY",181,62.492,17.663
"IOWA",19,"WARREN COUNTY",181,64.082,16.098
"KANSAS",20,"SHERMAN COUNTY",181,59.431,20.845
"KENTUCKY",21,"NICHOLAS COUNTY",181,63.24,14.717
"MISSOURI",29,"RIPLEY COUNTY",181,61.049,18.415
"NEBRASKA",31,"WEBSTER COUNTY",181,61.612,18.224
"NORTH CAROLINA",37,"VANCE COUNTY",181,74.344,7.604
"TENNESSEE",47,"WAYNE COUNTY",181,54.638,21.745
"TEXAS",48,"GRAYSON COUNTY",181,60.974,19.012
"VIRGINIA",51,"SURRY COUNTY",181,70.877,9.175
"GEORGIA",13,"LONG COUNTY",183,68.501,12.724
"ILLINOIS",17,"VERMILION COUNTY",183,65.409,15.058
"INDIANA",18,"WHITLEY COUNTY",183,60.4,20.26
"IOWA",19,"WASHINGTON COUNTY",183,66.942,14.815
"KANSAS",20,"SMITH COUNTY",183,60.338,20.288
"KENTUCKY",21,"OHIO COUNTY",183,52.597,19.011
"MISSOURI",29,"ST. CHARLES COUNTY",183,65.14,15.11
"NEBRASKA",31,"WHEELER COUNTY",183,62.957,18.576
"NORTH CAROLINA",37,"WAKE COUNTY",183,75.816,9.097
"TENNESSEE",47,"WEAKLEY COUNTY",183,60.507,18.834
"TEXAS",48,"GREGG COUNTY",183,62.106,17.524
"VIRGINIA",51,"SUSSEX COUNTY",183,70.977,7.953
"GEORGIA",13,"LOWNDES COUNTY",185,67.607,11.636
"ILLINOIS",17,"WABASH COUNTY",185,50.075,20.621
"IOWA",19,"WAYNE COUNTY",185,62.647,17.216
"ALASKA",2,"NORTH SLOPE BOROUGH",185,74.603,10.42
"KANSAS",20,"STAFFORD COUNTY",185,63.585,17.856
"KENTUCKY",21,"OLDHAM COUNTY",185,64.302,16.584
"MISSOURI",29,"ST. CLAIR COUNTY",185,61.922,17.608
"NEBRASKA",31,"YORK COUNTY",185,61.706,18.824
"NORTH CAROLINA",37,"WARREN COUNTY",185,72.761,7.874
"TENNESSEE",47,"WHITE COUNTY",185,55.259,21.132
"TEXAS",48,"GRIMES COUNTY",185,60.548,15.029
"VIRGINIA",51,"TAZEWELL COUNTY",185,58.06,19.569
"MISSOURI",29,"STE. GENEVIEVE COUNTY",186,60.303,17.654
"GEORGIA",13,"LUMPKIN COUNTY",187,59.647,20.767
"ILLINOIS",17,"WARREN COUNTY",187,67.754,14.16
"IOWA",19,"WEBSTER COUNTY",187,63.128,15.846
"KANSAS",20,"STANTON COUNTY",187,64.599,16.316
"KENTUCKY",21,"OWEN COUNTY",187,58.766,18.995
"MISSOURI",29,"ST. FRANCOIS COUNTY",187,59.985,19.13
"NORTH CAROLINA",37,"WASHINGTON COUNTY",187,70.407,9.111
"TENNESSEE",47,"WILLIAMSON COUNTY",187,64.458,17.352
"TEXAS",48,"GUADALUPE COUNTY",187,66.542,15.54
"VIRGINIA",51,"WARREN COUNTY",187,65.106,16.018
"ALASKA",2,"NORTHWEST ARCTIC BOROUGH",188,73.019,10.138
"GEORGIA",13,"MCDUFFIE COUNTY",189,65.741,12.301
"ILLINOIS",17,"WASHINGTON COUNTY",189,58.305,21.012
"IOWA",19,"WINNEBAGO COUNTY",189,66.357,15.621
"KANSAS",20,"STEVENS COUNTY",189,60.456,19.089
"KENTUCKY",21,"OWSLEY COUNTY",189,56.171,20.174
"MISSOURI",29,"ST. LOUIS COUNTY",189,76.179,9.631
"NORTH CAROLINA",37,"WATAUGA COUNTY",189,72.087,11.909
"TENNESSEE",47,"WILSON COUNTY",189,63.51,17.564
"TEXAS",48,"HALE COUNTY",189,65.562,15.301
"ALABAMA",1,"CHEROKEE COUNTY",19,56.216,21.712
"FLORIDA",12,"CLAY COUNTY",19,62.885,18.203
"GEORGIA",13,"BERRIEN COUNTY",19,60.254,18.253
"IDAHO",16,"BONNEVILLE COUNTY",19,68.196,16.71
"ILLINOIS",17,"CHAMPAIGN COUNTY",19,76.985,8.476
"INDIANA",18,"CLARK COUNTY",19,67.628,15.009
"IOWA",19,"BUCHANAN COUNTY",19,66.339,15.224
"KANSAS",20,"CHAUTAUQUA COUNTY",19,61.28,19.112
"KENTUCKY",21,"BOYD COUNTY",19,61.741,16.585
"LOUISIANA",22,"CALCASIEU PARISH",19,62.763,16.103
"MAINE",23,"PENOBSCOT COUNTY",19,72.212,11.887
"MARYLAND",24,"DORCHESTER COUNTY",19,70.645,11.005
"MASSACHUSETTS",25,"NANTUCKET COUNTY",19,77.764,8.929
"MICHIGAN",26,"BENZIE COUNTY",19,68.245,14.523
"MINNESOTA",27,"CARVER COUNTY",19,70.829,13.831
"MISSISSIPPI",28,"CHOCTAW COUNTY",19,53.513,15.439
"MISSOURI",29,"BOONE COUNTY",19,76.045,9.943
"MONTANA",30,"DANIELS COUNTY",19,59.811,20.175
"NEBRASKA",31,"BUFFALO COUNTY",19,63.859,16.609
"NEVADA",32,"LYON COUNTY",19,64.365,18.165
"NEW HAMPSHIRE",33,"SULLIVAN COUNTY",19,69.531,13.327
"NEW JERSEY",34,"HUNTERDON COUNTY",19,67.53,15.312
"NEW MEXICO",35,"GUADALUPE COUNTY",19,72.536,9.892
"NEW YORK",36,"CLINTON COUNTY",19,72.225,10.52
"NORTH CAROLINA",37,"BRUNSWICK COUNTY",19,68.678,13.029
"NORTH DAKOTA",38,"CAVALIER COUNTY",19,61.612,18.986
"OHIO",39,"CARROLL COUNTY",19,61.154,18.182
"ARIZONA",4,"PIMA COUNTY",19,78.887,9.003
"OKLAHOMA",40,"CARTER COUNTY",19,60.094,19.175
"OREGON",41,"DOUGLAS COUNTY",19,62.76,16.019
"PENNSYLVANIA",42,"BUTLER COUNTY",19,61.785,19.277
"SOUTH CAROLINA",45,"CHARLESTON COUNTY",19,73.315,10.562
"SOUTH DAKOTA",46,"BUTTE COUNTY",19,62.947,17.485
"TENNESSEE",47,"CARTER COUNTY",19,58.857,20.142
"TEXAS",48,"BANDERA COUNTY",19,62.714,19.528
"UTAH",49,"GRAND COUNTY",19,69.776,13.472
"ARKANSAS",5,"CLARK COUNTY",19,70.033,12.215
"VERMONT",50,"ORLEANS COUNTY",19,71.15,12.174
"VIRGINIA",51,"BEDFORD COUNTY",19,62.6,18.717
"WASHINGTON",53,"FERRY COUNTY",19,71.782,12.19
"WEST VIRGINIA",54,"FAYETTE COUNTY",19,61.846,16.478
"WISCONSIN",55,"CLARK COUNTY",19,68.293,13.673
"WYOMING",56,"JOHNSON COUNTY",19,63.963,19.113
"CALIFORNIA",6,"FRESNO COUNTY",19,72.962,10.097
"COLORADO",8,"CLEAR CREEK COUNTY",19,75.38,11.206
"GEORGIA",13,"MCINTOSH COUNTY",191,67.174,12.442
"ILLINOIS",17,"WAYNE COUNTY",191,56.384,22.77
"IOWA",19,"WINNESHIEK COUNTY",191,71.739,11.705
"KANSAS",20,"SUMNER COUNTY",191,61.694,18.499
"KENTUCKY",21,"PENDLETON COUNTY",191,52.61,21.617
"NORTH CAROLINA",37,"WAYNE COUNTY",191,70.045,11.25
"TEXAS",48,"HALL COUNTY",191,65.118,16.16
"VIRGINIA",51,"WASHINGTON COUNTY",191,61.224,18.811
"GEORGIA",13,"MACON COUNTY",193,74.683,6.55
"ILLINOIS",17,"WHITE COUNTY",193,61.866,18.867
"IOWA",19,"WOODBURY COUNTY",193,64.599,14.893
"KANSAS",20,"THOMAS COUNTY",193,59.379,21.087
"KENTUCKY",21,"PERRY COUNTY",193,57.874,18.867
"NORTH CAROLINA",37,"WILKES COUNTY",193,60.364,19.098
"TEXAS",48,"HAMILTON COUNTY",193,62.226,19.047
"VIRGINIA",51,"WESTMORELAND COUNTY",193,68.681,11.393
"GEORGIA",13,"MADISON COUNTY",195,61.702,18.178
"ILLINOIS",17,"WHITESIDE COUNTY",195,65.821,15.932
"IOWA",19,"WORTH COUNTY",195,61.742,17.747
"ALASKA",2,"PETERSBURG BOROUGH",195,73.332,11.206
"KANSAS",20,"TREGO COUNTY",195,60.031,20.759
"KENTUCKY",21,"PIKE COUNTY",195,60.968,17.931
"MISSOURI",29,"SALINE COUNTY",195,64.44,15.033
"NORTH CAROLINA",37,"WILSON COUNTY",195,71.237,9.265
"TEXAS",48,"HANSFORD COUNTY",195,59.01,20.401
"VIRGINIA",51,"WISE COUNTY",195,60.556,18.169
"GEORGIA",13,"MARION COUNTY",197,68.655,11.009
"ILLINOIS",17,"WILL COUNTY",197,69.172,12.98
"IOWA",19,"WRIGHT COUNTY",197,64.391,16.504
"KANSAS",20,"WABAUNSEE COUNTY",197,57.016,17.618
"KENTUCKY",21,"POWELL COUNTY",197,61.188,16.858
"MISSOURI",29,"SCHUYLER COUNTY",197,59.185,19.538
"NORTH CAROLINA",37,"YADKIN COUNTY",197,61.503,18.776
"TEXAS",48,"HARDEMAN COUNTY",197,62.334,17.719
"VIRGINIA",51,"WYTHE COUNTY",197,59.611,19.727
"ALASKA",2,"PRINCE OF WALES-HYDER CENSUS AREA",198,73.67,10.992
"GEORGIA",13,"MERIWETHER COUNTY",199,66.223,11.96
"ILLINOIS",17,"WILLIAMSON COUNTY",199,63.906,17.604
"KANSAS",20,"WALLACE COUNTY",199,61.438,20.297
"KENTUCKY",21,"PULASKI COUNTY",199,55.227,21.454
"MISSOURI",29,"SCOTLAND COUNTY",199,62.849,16.267
"NORTH CAROLINA",37,"YANCEY COUNTY",199,64.817,16.474
"TEXAS",48,"HARDIN COUNTY",199,57.08,23.138
"VIRGINIA",51,"YORK COUNTY",199,67.893,13.682
"ALASKA",2,"ANCHORAGE MUNICIPALITY",20,73.197,12.07
"GEORGIA",13,"MILLER COUNTY",201,59.563,17.058
"ILLINOIS",17,"WINNEBAGO COUNTY",201,69.483,13.078
"KANSAS",20,"WASHINGTON COUNTY",201,59.894,20.466
"KENTUCKY",21,"ROBERTSON COUNTY",201,57.261,20.395
"MISSOURI",29,"SCOTT COUNTY",201,63.294,16.826
"TEXAS",48,"HARRIS COUNTY",201,71.801,10.404
"ILLINOIS",17,"WOODFORD COUNTY",203,60.897,19.619
"KANSAS",20,"WICHITA COUNTY",203,66.328,15.698
"KENTUCKY",21,"ROCKCASTLE COUNTY",203,54.172,22.09
"MISSOURI",29,"SHANNON COUNTY",203,63.908,16.321
"TEXAS",48,"HARRISON COUNTY",203,60.143,16.735
"GEORGIA",13,"MITCHELL COUNTY",205,69.246,10.083
"KANSAS",20,"WILSON COUNTY",205,62.692,18.342
