"state","s_fips","county","c_fips","weather_type","year"
"SOUTH CAROLINA",45,"KERSHAW COUNTY",55,"Hurricane","2018"
"SOUTH CAROLINA",45,"KERSHAW COUNTY",55,"Hurricane","2017"
"NEBRASKA",31,"KEYA PAHA COUNTY",103,"Flood","2019"
"NEBRASKA",31,"KIMBALL COUNTY",105,"Flood","2019"
"TEXAS",48,"KIMBLE COUNTY",267,"Flood","2019"
"VIRGINIA",51,"KING AND QUEEN COUNTY",97,"Hurricane","2018"
"TEXAS",48,"KING COUNTY",269,"Severe Storm(s)","2016"
"WASHINGTON",53,"KING COUNTY",33,"Flood","2017"
"VIRGINIA",51,"KING GEORGE COUNTY",99,"Snow","2016"
"VIRGINIA",51,"KING GEORGE COUNTY",99,"Hurricane","2018"
"VIRGINIA",51,"KING WILLIAM COUNTY",101,"Hurricane","2018"
"OKLAHOMA",40,"KINGFISHER COUNTY",73,"Severe Ice Storm","2015"
"OKLAHOMA",40,"KINGFISHER COUNTY",73,"Severe Storm(s)","2019"
"OKLAHOMA",40,"KINGFISHER COUNTY",73,"Severe Storm(s)","2016"
"OKLAHOMA",40,"KINGFISHER COUNTY",73,"Severe Storm(s)","2015"
"KANSAS",20,"KINGMAN COUNTY",95,"Severe Storm(s)","2019"
"KANSAS",20,"KINGMAN COUNTY",95,"Severe Storm(s)","2018"
"KANSAS",20,"KINGMAN COUNTY",95,"Severe Storm(s)","2016"
"CALIFORNIA",6,"KINGS COUNTY",31,"Flood","2017"
"SOUTH DAKOTA",46,"KINGSBURY COUNTY",77,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"KINGSBURY COUNTY",77,"Flood","2019"
"TEXAS",48,"KINNEY COUNTY",271,"Flood","2019"
"KANSAS",20,"KIOWA COUNTY",97,"Severe Ice Storm","2017"
"KANSAS",20,"KIOWA COUNTY",97,"Severe Storm(s)","2018"
"OKLAHOMA",40,"KIOWA COUNTY",75,"Severe Ice Storm","2015"
"OKLAHOMA",40,"KIOWA COUNTY",75,"Severe Storm(s)","2015"
"OKLAHOMA",40,"KIOWA COUNTY",75,"Severe Storm(s)","2019"
"OKLAHOMA",40,"KIOWA COUNTY",75,"Severe Storm(s)","2016"
"OKLAHOMA",40,"KIOWA COUNTY",75,"Severe Storm(s)","2017"
"WASHINGTON",53,"KITTITAS COUNTY",37,"Fire","2017"
"WASHINGTON",53,"KITTITAS COUNTY",37,"Severe Storm(s)","2016"
"WASHINGTON",53,"KITTITAS COUNTY",37,"Fire","2018"
"MINNESOTA",27,"KITTSON COUNTY",69,"Flood","2019"
"OREGON",41,"KLAMATH COUNTY",35,"Fire","2017"
"TEXAS",48,"KLEBERG COUNTY",273,"Flood","2016"
"TEXAS",48,"KLEBERG COUNTY",273,"Hurricane","2017"
"WASHINGTON",53,"KLICKITAT COUNTY",39,"Fire","2015"
"KENTUCKY",21,"KNOTT COUNTY",119,"Snow","2015"
"KENTUCKY",21,"KNOTT COUNTY",119,"Severe Storm(s)","2019"
"KENTUCKY",21,"KNOTT COUNTY",119,"Flood","2015"
"KENTUCKY",21,"KNOTT COUNTY",119,"Flood","2018"
"KENTUCKY",21,"KNOTT COUNTY",119,"Severe Storm(s)","2015"
"ILLINOIS",17,"KNOX COUNTY",95,"Flood","2019"
"KENTUCKY",21,"KNOX COUNTY",121,"Severe Storm(s)","2019"
"KENTUCKY",21,"KNOX COUNTY",121,"Snow","2015"
"KENTUCKY",21,"KNOX COUNTY",121,"Flood","2015"
"KENTUCKY",21,"KNOX COUNTY",121,"Fire","2016"
"KENTUCKY",21,"KNOX COUNTY",121,"Flood","2018"
"MAINE",23,"KNOX COUNTY",13,"Severe Storm(s)","2018"
"MISSOURI",29,"KNOX COUNTY",103,"Severe Storm(s)","2015"
"MISSOURI",29,"KNOX COUNTY",103,"Severe Storm(s)","2019"
"NEBRASKA",31,"KNOX COUNTY",107,"Snow","2018"
"NEBRASKA",31,"KNOX COUNTY",107,"Flood","2019"
"TENNESSEE",47,"KNOX COUNTY",93,"Flood","2019"
"TENNESSEE",47,"KNOX COUNTY",93,"Severe Storm(s)","2017"
"TENNESSEE",47,"KNOX COUNTY",93,"Severe Ice Storm","2015"
"TEXAS",48,"KNOX COUNTY",275,"Severe Storm(s)","2016"
"TEXAS",48,"KNOX COUNTY",275,"Flood","2019"
"MINNESOTA",27,"KOOCHICHING COUNTY",71,"Flood","2018"
"IDAHO",16,"KOOTENAI COUNTY",55,"Fire","2015"
"IDAHO",16,"KOOTENAI COUNTY",55,"Severe Storm(s)","2015"
"IDAHO",16,"KOOTENAI COUNTY",55,"Severe Storm(s)","2016"
"IDAHO",16,"KOOTENAI COUNTY",55,"Flood","2017"
"INDIANA",18,"KOSCIUSKO COUNTY",85,"Flood","2018"
"IOWA",19,"KOSSUTH COUNTY",109,"Flood","2019"
"IOWA",19,"KOSSUTH COUNTY",109,"Severe Storm(s)","2018"
"WISCONSIN",55,"LA CROSSE COUNTY",63,"Severe Storm(s)","2017"
"WISCONSIN",55,"LA CROSSE COUNTY",63,"Flood","2019"
"WISCONSIN",55,"LA CROSSE COUNTY",63,"Flood","2018"
"WISCONSIN",55,"LA CROSSE COUNTY",63,"Flood","2016"
"MINNESOTA",27,"LAC QUI PARLE COUNTY",73,"Flood","2019"
"PENNSYLVANIA",42,"LACKAWANNA COUNTY",69,"Severe Storm(s)","2018"
"MISSOURI",29,"LACLEDE COUNTY",105,"Severe Storm(s)","2015"
"MISSOURI",29,"LACLEDE COUNTY",105,"Severe Storm(s)","2019"
"MISSOURI",29,"LACLEDE COUNTY",105,"Flood","2016"
"ARKANSAS",5,"LAFAYETTE COUNTY",73,"Severe Storm(s)","2015"
"FLORIDA",12,"LAFAYETTE COUNTY",67,"Hurricane","2017"
"FLORIDA",12,"LAFAYETTE COUNTY",67,"Hurricane","2018"
"FLORIDA",12,"LAFAYETTE COUNTY",67,"Hurricane","2016"
"FLORIDA",12,"LAFAYETTE COUNTY",67,"Hurricane","2019"
"MISSISSIPPI",28,"LAFAYETTE COUNTY",71,"Severe Storm(s)","2019"
"MISSOURI",29,"LAFAYETTE COUNTY",107,"Severe Storm(s)","2015"
"MISSOURI",29,"LAFAYETTE COUNTY",107,"Severe Storm(s)","2019"
"WISCONSIN",55,"LAFAYETTE COUNTY",65,"Severe Storm(s)","2017"
"LOUISIANA",22,"LAFAYETTE PARISH",55,"Hurricane","2017"
"LOUISIANA",22,"LAFAYETTE PARISH",55,"Flood","2016"
"LOUISIANA",22,"LAFAYETTE PARISH",55,"Coastal Storm","2019"
"LOUISIANA",22,"LAFAYETTE PARISH",55,"Hurricane","2019"
"LOUISIANA",22,"LAFOURCHE PARISH",57,"Coastal Storm","2019"
"LOUISIANA",22,"LAFOURCHE PARISH",57,"Hurricane","2019"
"LOUISIANA",22,"LAFOURCHE PARISH",57,"Hurricane","2017"
"LOUISIANA",22,"LAFOURCHE PARISH",57,"Flood","2016"
"CALIFORNIA",6,"LAKE COUNTY",33,"Fire","2017"
"CALIFORNIA",6,"LAKE COUNTY",33,"Fire","2015"
"CALIFORNIA",6,"LAKE COUNTY",33,"Fire","2016"
"CALIFORNIA",6,"LAKE COUNTY",33,"Fire","2018"
"CALIFORNIA",6,"LAKE COUNTY",33,"Severe Storm(s)","2017"
"CALIFORNIA",6,"LAKE COUNTY",33,"Flood","2017"
"CALIFORNIA",6,"LAKE COUNTY",33,"Severe Storm(s)","2019"
"FLORIDA",12,"LAKE COUNTY",69,"Hurricane","2019"
"FLORIDA",12,"LAKE COUNTY",69,"Hurricane","2017"
"FLORIDA",12,"LAKE COUNTY",69,"Hurricane","2016"
"INDIANA",18,"LAKE COUNTY",89,"Flood","2018"
"MINNESOTA",27,"LAKE COUNTY",75,"Flood","2018"
"MONTANA",30,"LAKE COUNTY",47,"Flood","2019"
"SOUTH DAKOTA",46,"LAKE COUNTY",79,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"LAKE COUNTY",79,"Flood","2019"
"TENNESSEE",47,"LAKE COUNTY",95,"Flood","2019"
"ALABAMA",1,"LAMAR COUNTY",75,"Severe Storm(s)","2016"
"ALABAMA",1,"LAMAR COUNTY",75,"Hurricane","2017"
"ALABAMA",1,"LAMAR COUNTY",75,"Severe Storm(s)","2019"
"GEORGIA",13,"LAMAR COUNTY",171,"Severe Storm(s)","2016"
"GEORGIA",13,"LAMAR COUNTY",171,"Hurricane","2018"
"GEORGIA",13,"LAMAR COUNTY",171,"Hurricane","2017"
"MISSISSIPPI",28,"LAMAR COUNTY",73,"Tornado","2017"
"MISSISSIPPI",28,"LAMAR COUNTY",73,"Flood","2016"
"TEXAS",48,"LAMAR COUNTY",277,"Flood","2016"
"TEXAS",48,"LAMAR COUNTY",277,"Severe Storm(s)","2015"
"TEXAS",48,"LAMB COUNTY",279,"Severe Storm(s)","2016"
"VERMONT",50,"LAMOILLE COUNTY",15,"Severe Storm(s)","2018"
"VERMONT",50,"LAMOILLE COUNTY",15,"Severe Storm(s)","2015"
"NORTH DAKOTA",38,"LAMOURE COUNTY",45,"Flood","2019"
"NEBRASKA",31,"LANCASTER COUNTY",109,"Flood","2019"
"NEBRASKA",31,"LANCASTER COUNTY",109,"Severe Storm(s)","2015"
"PENNSYLVANIA",42,"LANCASTER COUNTY",71,"Snow","2016"
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,"Hurricane","2017"
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,"Hurricane","2018"
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,"Flood","2015"
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,"Hurricane","2016"
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,"Hurricane","2019"
"SOUTH CAROLINA",45,"LANCASTER COUNTY",57,"Severe Storm(s)","2015"
"VIRGINIA",51,"LANCASTER COUNTY",103,"Hurricane","2018"
"KANSAS",20,"LANE COUNTY",101,"Snow","2017"
"OREGON",41,"LANE COUNTY",39,"Severe Storm(s)","2019"
"OREGON",41,"LANE COUNTY",39,"Severe Storm(s)","2016"
"OREGON",41,"LANE COUNTY",39,"Severe Storm(s)","2017"
"WISCONSIN",55,"LANGLADE COUNTY",67,"Flood","2019"
"GEORGIA",13,"LANIER COUNTY",173,"Hurricane","2018"
"GEORGIA",13,"LANIER COUNTY",173,"Hurricane","2017"
"INDIANA",18,"LAPORTE COUNTY",91,"Flood","2018"
"KENTUCKY",21,"LARUE COUNTY",123,"Flood","2015"
"CALIFORNIA",6,"LASSEN COUNTY",35,"Severe Storm(s)","2017"
"CALIFORNIA",6,"LASSEN COUNTY",35,"Flood","2017"
"IDAHO",16,"LATAH COUNTY",57,"Flood","2019"
"IDAHO",16,"LATAH COUNTY",57,"Flood","2017"
"OKLAHOMA",40,"LATIMER COUNTY",77,"Severe Storm(s)","2015"
"OKLAHOMA",40,"LATIMER COUNTY",77,"Severe Storm(s)","2016"
"ALABAMA",1,"LAUDERDALE COUNTY",77,"Hurricane","2017"
"MISSISSIPPI",28,"LAUDERDALE COUNTY",75,"Tornado","2017"
"TENNESSEE",47,"LAUDERDALE COUNTY",97,"Flood","2019"
"KENTUCKY",21,"LAUREL COUNTY",125,"Severe Storm(s)","2019"
"GEORGIA",13,"LAURENS COUNTY",175,"Hurricane","2018"
"GEORGIA",13,"LAURENS COUNTY",175,"Hurricane","2017"
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,"Hurricane","2017"
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,"Hurricane","2016"
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,"Hurricane","2019"
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,"Hurricane","2018"
"SOUTH CAROLINA",45,"LAURENS COUNTY",59,"Flood","2015"
"TEXAS",48,"LAVACA COUNTY",285,"Hurricane","2017"
"ALABAMA",1,"LAWRENCE COUNTY",79,"Severe Storm(s)","2016"
"ALABAMA",1,"LAWRENCE COUNTY",79,"Hurricane","2017"
"ARKANSAS",5,"LAWRENCE COUNTY",75,"Severe Storm(s)","2016"
"ARKANSAS",5,"LAWRENCE COUNTY",75,"Severe Storm(s)","2017"
"KENTUCKY",21,"LAWRENCE COUNTY",127,"Flood","2015"
"KENTUCKY",21,"LAWRENCE COUNTY",127,"Severe Storm(s)","2019"
"KENTUCKY",21,"LAWRENCE COUNTY",127,"Flood","2018"
"KENTUCKY",21,"LAWRENCE COUNTY",127,"Severe Storm(s)","2015"
"KENTUCKY",21,"LAWRENCE COUNTY",127,"Snow","2015"
"MISSISSIPPI",28,"LAWRENCE COUNTY",77,"Flood","2016"
"MISSOURI",29,"LAWRENCE COUNTY",109,"Flood","2016"
"MISSOURI",29,"LAWRENCE COUNTY",109,"Flood","2017"
"OHIO",39,"LAWRENCE COUNTY",87,"Flood","2018"
"OHIO",39,"LAWRENCE COUNTY",87,"Flood","2019"
"SOUTH DAKOTA",46,"LAWRENCE COUNTY",81,"Severe Storm(s)","2019"
"TENNESSEE",47,"LAWRENCE COUNTY",99,"Flood","2019"
"TENNESSEE",47,"LAWRENCE COUNTY",99,"Severe Ice Storm","2015"
"OKLAHOMA",40,"LE FLORE COUNTY",79,"Severe Storm(s)","2019"
"OKLAHOMA",40,"LE FLORE COUNTY",79,"Severe Storm(s)","2015"
"OKLAHOMA",40,"LE FLORE COUNTY",79,"Flood","2019"
"OKLAHOMA",40,"LE FLORE COUNTY",79,"Tornado","2017"
"MINNESOTA",27,"LE SUEUR COUNTY",79,"Flood","2016"
"MINNESOTA",27,"LE SUEUR COUNTY",79,"Flood","2019"
"MISSISSIPPI",28,"LEAKE COUNTY",79,"Flood","2016"
"MISSISSIPPI",28,"LEAKE COUNTY",79,"Severe Storm(s)","2019"
"KANSAS",20,"LEAVENWORTH COUNTY",103,"Severe Storm(s)","2019"
"PENNSYLVANIA",42,"LEBANON COUNTY",75,"Snow","2016"
"ALABAMA",1,"LEE COUNTY",81,"Severe Storm(s)","2016"
"ALABAMA",1,"LEE COUNTY",81,"Hurricane","2017"
"ALABAMA",1,"LEE COUNTY",81,"Tornado","2019"
"ARKANSAS",5,"LEE COUNTY",77,"Severe Storm(s)","2016"
"FLORIDA",12,"LEE COUNTY",71,"Hurricane","2017"
"FLORIDA",12,"LEE COUNTY",71,"Fire","2017"
"FLORIDA",12,"LEE COUNTY",71,"Hurricane","2019"
"GEORGIA",13,"LEE COUNTY",177,"Hurricane","2017"
"GEORGIA",13,"LEE COUNTY",177,"Hurricane","2018"
"ILLINOIS",17,"LEE COUNTY",103,"Flood","2019"
"IOWA",19,"LEE COUNTY",111,"Severe Storm(s)","2015"
"IOWA",19,"LEE COUNTY",111,"Severe Storm(s)","2018"
"IOWA",19,"LEE COUNTY",111,"Flood","2019"
"KENTUCKY",21,"LEE COUNTY",129,"Flood","2015"
"KENTUCKY",21,"LEE COUNTY",129,"Severe Storm(s)","2015"
"KENTUCKY",21,"LEE COUNTY",129,"Severe Storm(s)","2019"
"KENTUCKY",21,"LEE COUNTY",129,"Snow","2015"
"KENTUCKY",21,"LEE COUNTY",129,"Flood","2018"
"MISSISSIPPI",28,"LEE COUNTY",81,"Severe Storm(s)","2019"
"NORTH CAROLINA",37,"LEE COUNTY",105,"Hurricane","2016"
"NORTH CAROLINA",37,"LEE COUNTY",105,"Hurricane","2018"
"NORTH CAROLINA",37,"LEE COUNTY",105,"Hurricane","2019"
"SOUTH CAROLINA",45,"LEE COUNTY",61,"Hurricane","2018"
"SOUTH CAROLINA",45,"LEE COUNTY",61,"Hurricane","2016"
"SOUTH CAROLINA",45,"LEE COUNTY",61,"Hurricane","2017"
"SOUTH CAROLINA",45,"LEE COUNTY",61,"Flood","2015"
"SOUTH CAROLINA",45,"LEE COUNTY",61,"Hurricane","2019"
"SOUTH CAROLINA",45,"LEE COUNTY",61,"Severe Storm(s)","2015"
"TEXAS",48,"LEE COUNTY",287,"Hurricane","2017"
"TEXAS",48,"LEE COUNTY",287,"Flood","2016"
"TEXAS",48,"LEE COUNTY",287,"Severe Storm(s)","2015"
"VIRGINIA",51,"LEE COUNTY",105,"Hurricane","2018"
"MISSISSIPPI",28,"LEFLORE COUNTY",83,"Severe Storm(s)","2019"
"MISSISSIPPI",28,"LEFLORE COUNTY",83,"Flood","2016"
"PENNSYLVANIA",42,"LEHIGH COUNTY",77,"Snow","2016"
"NORTH CAROLINA",37,"LENOIR COUNTY",107,"Hurricane","2019"
"NORTH CAROLINA",37,"LENOIR COUNTY",107,"Hurricane","2016"
"NORTH CAROLINA",37,"LENOIR COUNTY",107,"Hurricane","2018"
"FLORIDA",12,"LEON COUNTY",73,"Hurricane","2019"
"FLORIDA",12,"LEON COUNTY",73,"Hurricane","2017"
"FLORIDA",12,"LEON COUNTY",73,"Hurricane","2018"
"FLORIDA",12,"LEON COUNTY",73,"Hurricane","2016"
"TEXAS",48,"LEON COUNTY",289,"Severe Storm(s)","2016"
"TEXAS",48,"LEON COUNTY",289,"Flood","2016"
"TEXAS",48,"LEON COUNTY",289,"Severe Storm(s)","2015"
"KENTUCKY",21,"LESLIE COUNTY",131,"Severe Storm(s)","2015"
"KENTUCKY",21,"LESLIE COUNTY",131,"Flood","2018"
"KENTUCKY",21,"LESLIE COUNTY",131,"Flood","2015"
"KENTUCKY",21,"LESLIE COUNTY",131,"Severe Storm(s)","2019"
"KENTUCKY",21,"LETCHER COUNTY",133,"Snow","2015"
"KENTUCKY",21,"LETCHER COUNTY",133,"Fire","2016"
"KENTUCKY",21,"LETCHER COUNTY",133,"Flood","2018"
"KENTUCKY",21,"LETCHER COUNTY",133,"Flood","2015"
"KENTUCKY",21,"LETCHER COUNTY",133,"Severe Storm(s)","2019"
"KENTUCKY",21,"LETCHER COUNTY",133,"Severe Storm(s)","2015"
"FLORIDA",12,"LEVY COUNTY",75,"Hurricane","2016"
"FLORIDA",12,"LEVY COUNTY",75,"Hurricane","2017"
"FLORIDA",12,"LEVY COUNTY",75,"Hurricane","2018"
"FLORIDA",12,"LEVY COUNTY",75,"Hurricane","2019"
"MONTANA",30,"LEWIS AND CLARK COUNTY",49,"Fire","2019"
"MONTANA",30,"LEWIS AND CLARK COUNTY",49,"Fire","2017"
"MONTANA",30,"LEWIS AND CLARK COUNTY",49,"Flood","2018"
"IDAHO",16,"LEWIS COUNTY",61,"Fire","2015"
"IDAHO",16,"LEWIS COUNTY",61,"Flood","2019"
"KENTUCKY",21,"LEWIS COUNTY",135,"Severe Storm(s)","2015"
"KENTUCKY",21,"LEWIS COUNTY",135,"Snow","2015"
"KENTUCKY",21,"LEWIS COUNTY",135,"Flood","2015"
"MISSOURI",29,"LEWIS COUNTY",111,"Flood","2016"
"MISSOURI",29,"LEWIS COUNTY",111,"Severe Storm(s)","2019"
"MISSOURI",29,"LEWIS COUNTY",111,"Severe Storm(s)","2015"
"NEW YORK",36,"LEWIS COUNTY",49,"Severe Storm(s)","2019"
"TENNESSEE",47,"LEWIS COUNTY",101,"Flood","2019"
"WASHINGTON",53,"LEWIS COUNTY",41,"Flood","2016"
"WASHINGTON",53,"LEWIS COUNTY",41,"Flood","2017"
"WASHINGTON",53,"LEWIS COUNTY",41,"Severe Storm(s)","2016"
"WEST VIRGINIA",54,"LEWIS COUNTY",41,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"LEWIS COUNTY",41,"Flood","2015"
"WEST VIRGINIA",54,"LEWIS COUNTY",41,"Flood","2016"
"VIRGINIA",51,"LEXINGTON CITY",678,"Hurricane","2018"
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,"Hurricane","2017"
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,"Flood","2015"
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,"Hurricane","2018"
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,"Hurricane","2019"
"SOUTH CAROLINA",45,"LEXINGTON COUNTY",63,"Hurricane","2016"
"FLORIDA",12,"LIBERTY COUNTY",77,"Hurricane","2018"
"FLORIDA",12,"LIBERTY COUNTY",77,"Hurricane","2016"
"FLORIDA",12,"LIBERTY COUNTY",77,"Hurricane","2017"
"FLORIDA",12,"LIBERTY COUNTY",77,"Hurricane","2019"
"GEORGIA",13,"LIBERTY COUNTY",179,"Hurricane","2018"
"GEORGIA",13,"LIBERTY COUNTY",179,"Hurricane","2017"
"GEORGIA",13,"LIBERTY COUNTY",179,"Hurricane","2019"
"GEORGIA",13,"LIBERTY COUNTY",179,"Hurricane","2016"
"MONTANA",30,"LIBERTY COUNTY",51,"Flood","2018"
"MONTANA",30,"LIBERTY COUNTY",51,"Severe Storm(s)","2016"
"TEXAS",48,"LIBERTY COUNTY",291,"Severe Storm(s)","2015"
"TEXAS",48,"LIBERTY COUNTY",291,"Flood","2016"
"TEXAS",48,"LIBERTY COUNTY",291,"Hurricane","2017"
"TEXAS",48,"LIBERTY COUNTY",291,"Flood","2019"
"ALABAMA",1,"LIMESTONE COUNTY",83,"Hurricane","2017"
"TEXAS",48,"LIMESTONE COUNTY",293,"Flood","2016"
"ARKANSAS",5,"LINCOLN COUNTY",79,"Flood","2019"
"ARKANSAS",5,"LINCOLN COUNTY",79,"Severe Storm(s)","2016"
"GEORGIA",13,"LINCOLN COUNTY",181,"Hurricane","2018"
"GEORGIA",13,"LINCOLN COUNTY",181,"Hurricane","2017"
"IDAHO",16,"LINCOLN COUNTY",63,"Flood","2017"
"KANSAS",20,"LINCOLN COUNTY",105,"Fire","2017"
"KANSAS",20,"LINCOLN COUNTY",105,"Severe Storm(s)","2019"
"KENTUCKY",21,"LINCOLN COUNTY",137,"Flood","2015"
"KENTUCKY",21,"LINCOLN COUNTY",137,"Severe Storm(s)","2015"
"KENTUCKY",21,"LINCOLN COUNTY",137,"Snow","2015"
"MAINE",23,"LINCOLN COUNTY",15,"Severe Storm(s)","2018"
"MINNESOTA",27,"LINCOLN COUNTY",81,"Flood","2019"
"MISSISSIPPI",28,"LINCOLN COUNTY",85,"Flood","2016"
"MISSOURI",29,"LINCOLN COUNTY",113,"Flood","2016"
"MISSOURI",29,"LINCOLN COUNTY",113,"Severe Storm(s)","2019"
"MISSOURI",29,"LINCOLN COUNTY",113,"Severe Storm(s)","2015"
"MONTANA",30,"LINCOLN COUNTY",53,"Fire","2017"
"NEBRASKA",31,"LINCOLN COUNTY",111,"Flood","2019"
"NEBRASKA",31,"LINCOLN COUNTY",111,"Severe Storm(s)","2015"
"NORTH CAROLINA",37,"LINCOLN COUNTY",109,"Hurricane","2018"
"NORTH CAROLINA",37,"LINCOLN COUNTY",109,"Hurricane","2019"
"OKLAHOMA",40,"LINCOLN COUNTY",81,"Severe Storm(s)","2019"
"OKLAHOMA",40,"LINCOLN COUNTY",81,"Severe Storm(s)","2015"
"OKLAHOMA",40,"LINCOLN COUNTY",81,"Severe Storm(s)","2017"
"OREGON",41,"LINCOLN COUNTY",41,"Severe Storm(s)","2016"
"SOUTH DAKOTA",46,"LINCOLN COUNTY",83,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"LINCOLN COUNTY",83,"Flood","2019"
"TENNESSEE",47,"LINCOLN COUNTY",103,"Flood","2019"
"WASHINGTON",53,"LINCOLN COUNTY",43,"Flood","2017"
"WASHINGTON",53,"LINCOLN COUNTY",43,"Severe Storm(s)","2016"
"WASHINGTON",53,"LINCOLN COUNTY",43,"Fire","2015"
"WASHINGTON",53,"LINCOLN COUNTY",43,"Fire","2018"
"WEST VIRGINIA",54,"LINCOLN COUNTY",43,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"LINCOLN COUNTY",43,"Flood","2016"
"LOUISIANA",22,"LINCOLN PARISH",61,"Flood","2016"
"LOUISIANA",22,"LINCOLN PARISH",61,"Severe Storm(s)","2019"
"IOWA",19,"LINN COUNTY",113,"Flood","2016"
"KANSAS",20,"LINN COUNTY",107,"Severe Storm(s)","2019"
"MISSOURI",29,"LINN COUNTY",115,"Severe Storm(s)","2015"
"MISSOURI",29,"LINN COUNTY",115,"Severe Storm(s)","2019"
"OREGON",41,"LINN COUNTY",43,"Flood","2019"
"OREGON",41,"LINN COUNTY",43,"Severe Storm(s)","2016"
"ARKANSAS",5,"LITTLE RIVER COUNTY",81,"Severe Storm(s)","2015"
"ARKANSAS",5,"LITTLE RIVER COUNTY",81,"Severe Storm(s)","2016"
"KENTUCKY",21,"LIVINGSTON COUNTY",139,"Severe Storm(s)","2019"
"KENTUCKY",21,"LIVINGSTON COUNTY",139,"Flood","2018"
"KENTUCKY",21,"LIVINGSTON COUNTY",139,"Severe Storm(s)","2016"
"MISSOURI",29,"LIVINGSTON COUNTY",117,"Severe Storm(s)","2019"
"MISSOURI",29,"LIVINGSTON COUNTY",117,"Severe Storm(s)","2015"
"LOUISIANA",22,"LIVINGSTON PARISH",63,"Hurricane","2019"
"LOUISIANA",22,"LIVINGSTON PARISH",63,"Coastal Storm","2019"
"LOUISIANA",22,"LIVINGSTON PARISH",63,"Flood","2016"
"LOUISIANA",22,"LIVINGSTON PARISH",63,"Tornado","2017"
"LOUISIANA",22,"LIVINGSTON PARISH",63,"Hurricane","2017"
"TEXAS",48,"LLANO COUNTY",299,"Flood","2019"
"ARKANSAS",5,"LOGAN COUNTY",83,"Severe Storm(s)","2016"
"ARKANSAS",5,"LOGAN COUNTY",83,"Flood","2019"
"ARKANSAS",5,"LOGAN COUNTY",83,"Severe Storm(s)","2015"
"COLORADO",8,"LOGAN COUNTY",75,"Flood","2015"
"KANSAS",20,"LOGAN COUNTY",109,"Snow","2017"
"NEBRASKA",31,"LOGAN COUNTY",113,"Flood","2019"
"NEBRASKA",31,"LOGAN COUNTY",113,"Severe Storm(s)","2018"
"NEBRASKA",31,"LOGAN COUNTY",113,"Snow","2018"
"NORTH DAKOTA",38,"LOGAN COUNTY",47,"Flood","2019"
"OKLAHOMA",40,"LOGAN COUNTY",83,"Severe Storm(s)","2015"
"OKLAHOMA",40,"LOGAN COUNTY",83,"Severe Storm(s)","2017"
"OKLAHOMA",40,"LOGAN COUNTY",83,"Severe Ice Storm","2015"
"OKLAHOMA",40,"LOGAN COUNTY",83,"Severe Storm(s)","2019"
"WEST VIRGINIA",54,"LOGAN COUNTY",45,"Severe Storm(s)","2015"
"GEORGIA",13,"LONG COUNTY",183,"Hurricane","2018"
"GEORGIA",13,"LONG COUNTY",183,"Hurricane","2017"
"GEORGIA",13,"LONG COUNTY",183,"Hurricane","2019"
"GEORGIA",13,"LONG COUNTY",183,"Hurricane","2016"
"CALIFORNIA",6,"LOS ANGELES COUNTY",37,"Fire","2018"
"CALIFORNIA",6,"LOS ANGELES COUNTY",37,"Fire","2016"
"CALIFORNIA",6,"LOS ANGELES COUNTY",37,"Fire","2017"
"CALIFORNIA",6,"LOS ANGELES COUNTY",37,"Fire","2019"
"CALIFORNIA",6,"LOS ANGELES COUNTY",37,"Flood","2017"
"TENNESSEE",47,"LOUDON COUNTY",105,"Severe Storm(s)","2017"
"TENNESSEE",47,"LOUDON COUNTY",105,"Flood","2019"
"TENNESSEE",47,"LOUDON COUNTY",105,"Severe Ice Storm","2015"
"VIRGINIA",51,"LOUDOUN COUNTY",107,"Hurricane","2018"
"VIRGINIA",51,"LOUDOUN COUNTY",107,"Snow","2016"
"IOWA",19,"LOUISA COUNTY",115,"Flood","2019"
"VIRGINIA",51,"LOUISA COUNTY",109,"Hurricane","2018"
"VIRGINIA",51,"LOUISA COUNTY",109,"Snow","2016"
"NEBRASKA",31,"LOUP COUNTY",115,"Snow","2018"
"NEBRASKA",31,"LOUP COUNTY",115,"Flood","2019"
"NEBRASKA",31,"LOUP COUNTY",115,"Severe Storm(s)","2017"
