"state","s_fips","county","c_fips","weather_type","year"
"OKLAHOMA",40,"LOVE COUNTY",85,"Severe Storm(s)","2019"
"OKLAHOMA",40,"LOVE COUNTY",85,"Severe Storm(s)","2015"
"ALABAMA",1,"LOWNDES COUNTY",85,"Severe Storm(s)","2016"
"ALABAMA",1,"LOWNDES COUNTY",85,"Hurricane","2017"
"GEORGIA",13,"LOWNDES COUNTY",185,"Hurricane","2018"
"GEORGIA",13,"LOWNDES COUNTY",185,"Tornado","2017"
"GEORGIA",13,"LOWNDES COUNTY",185,"Hurricane","2017"
"MISSISSIPPI",28,"LOWNDES COUNTY",87,"Severe Storm(s)","2019"
"TEXAS",48,"LUBBOCK COUNTY",303,"Severe Storm(s)","2016"
"TEXAS",48,"LUBBOCK COUNTY",303,"Severe Storm(s)","2015"
"IOWA",19,"LUCAS COUNTY",117,"Severe Storm(s)","2015"
"IOWA",19,"LUCAS COUNTY",117,"Flood","2019"
"GEORGIA",13,"LUMPKIN COUNTY",187,"Severe Ice Storm","2015"
"GEORGIA",13,"LUMPKIN COUNTY",187,"Hurricane","2017"
"VIRGINIA",51,"LUNENBURG COUNTY",111,"Hurricane","2018"
"PENNSYLVANIA",42,"LYCOMING COUNTY",81,"Flood","2016"
"PENNSYLVANIA",42,"LYCOMING COUNTY",81,"Severe Storm(s)","2018"
"SOUTH DAKOTA",46,"LYMAN COUNTY",85,"Flood","2019"
"SOUTH DAKOTA",46,"LYMAN COUNTY",85,"Severe Storm(s)","2015"
"VIRGINIA",51,"LYNCHBURG CITY",680,"Hurricane","2018"
"TEXAS",48,"LYNN COUNTY",305,"Severe Storm(s)","2015"
"IOWA",19,"LYON COUNTY",119,"Severe Storm(s)","2018"
"IOWA",19,"LYON COUNTY",119,"Flood","2019"
"KANSAS",20,"LYON COUNTY",111,"Severe Storm(s)","2019"
"KANSAS",20,"LYON COUNTY",111,"Severe Storm(s)","2015"
"KENTUCKY",21,"LYON COUNTY",143,"Severe Storm(s)","2016"
"KENTUCKY",21,"LYON COUNTY",143,"Snow","2015"
"MINNESOTA",27,"LYON COUNTY",83,"Flood","2019"
"MINNESOTA",27,"LYON COUNTY",83,"Flood","2018"
"NEVADA",32,"LYON COUNTY",19,"Fire","2018"
"NEVADA",32,"LYON COUNTY",19,"Severe Storm(s)","2017"
"ALABAMA",1,"MACON COUNTY",87,"Hurricane","2017"
"ALABAMA",1,"MACON COUNTY",87,"Severe Storm(s)","2016"
"GEORGIA",13,"MACON COUNTY",193,"Severe Storm(s)","2016"
"GEORGIA",13,"MACON COUNTY",193,"Hurricane","2018"
"GEORGIA",13,"MACON COUNTY",193,"Hurricane","2017"
"MISSOURI",29,"MACON COUNTY",121,"Severe Storm(s)","2019"
"MISSOURI",29,"MACON COUNTY",121,"Severe Storm(s)","2015"
"NORTH CAROLINA",37,"MACON COUNTY",113,"Hurricane","2019"
"NORTH CAROLINA",37,"MACON COUNTY",113,"Hurricane","2018"
"CALIFORNIA",6,"MADERA COUNTY",39,"Fire","2017"
"ALABAMA",1,"MADISON COUNTY",89,"Severe Storm(s)","2019"
"ALABAMA",1,"MADISON COUNTY",89,"Hurricane","2017"
"ARKANSAS",5,"MADISON COUNTY",87,"Severe Storm(s)","2015"
"ARKANSAS",5,"MADISON COUNTY",87,"Severe Storm(s)","2016"
"ARKANSAS",5,"MADISON COUNTY",87,"Flood","2019"
"ARKANSAS",5,"MADISON COUNTY",87,"Severe Storm(s)","2017"
"FLORIDA",12,"MADISON COUNTY",79,"Hurricane","2016"
"FLORIDA",12,"MADISON COUNTY",79,"Hurricane","2018"
"FLORIDA",12,"MADISON COUNTY",79,"Hurricane","2017"
"FLORIDA",12,"MADISON COUNTY",79,"Hurricane","2019"
"GEORGIA",13,"MADISON COUNTY",195,"Hurricane","2017"
"GEORGIA",13,"MADISON COUNTY",195,"Severe Ice Storm","2015"
"ILLINOIS",17,"MADISON COUNTY",119,"Flood","2019"
"IOWA",19,"MADISON COUNTY",121,"Flood","2019"
"KENTUCKY",21,"MADISON COUNTY",151,"Flood","2015"
"KENTUCKY",21,"MADISON COUNTY",151,"Severe Storm(s)","2019"
"MISSOURI",29,"MADISON COUNTY",123,"Flood","2016"
"MISSOURI",29,"MADISON COUNTY",123,"Flood","2017"
"NEBRASKA",31,"MADISON COUNTY",119,"Snow","2018"
"NEBRASKA",31,"MADISON COUNTY",119,"Flood","2019"
"NEW YORK",36,"MADISON COUNTY",53,"Snow","2017"
"NEW YORK",36,"MADISON COUNTY",53,"Severe Storm(s)","2019"
"NORTH CAROLINA",37,"MADISON COUNTY",115,"Hurricane","2019"
"NORTH CAROLINA",37,"MADISON COUNTY",115,"Hurricane","2018"
"TEXAS",48,"MADISON COUNTY",313,"Flood","2016"
"TEXAS",48,"MADISON COUNTY",313,"Severe Storm(s)","2015"
"TEXAS",48,"MADISON COUNTY",313,"Hurricane","2017"
"TEXAS",48,"MADISON COUNTY",313,"Flood","2019"
"VIRGINIA",51,"MADISON COUNTY",113,"Hurricane","2018"
"VIRGINIA",51,"MADISON COUNTY",113,"Snow","2016"
"LOUISIANA",22,"MADISON PARISH",65,"Flood","2016"
"KENTUCKY",21,"MAGOFFIN COUNTY",153,"Flood","2015"
"KENTUCKY",21,"MAGOFFIN COUNTY",153,"Snow","2015"
"KENTUCKY",21,"MAGOFFIN COUNTY",153,"Flood","2018"
"KENTUCKY",21,"MAGOFFIN COUNTY",153,"Severe Storm(s)","2019"
"KENTUCKY",21,"MAGOFFIN COUNTY",153,"Severe Storm(s)","2015"
"IOWA",19,"MAHASKA COUNTY",123,"Flood","2019"
"MINNESOTA",27,"MAHNOMEN COUNTY",87,"Flood","2019"
"OHIO",39,"MAHONING COUNTY",99,"Tornado","2019"
"OKLAHOMA",40,"MAJOR COUNTY",93,"Severe Ice Storm","2015"
"OKLAHOMA",40,"MAJOR COUNTY",93,"Severe Storm(s)","2016"
"OKLAHOMA",40,"MAJOR COUNTY",93,"Severe Storm(s)","2019"
"OKLAHOMA",40,"MAJOR COUNTY",93,"Severe Storm(s)","2015"
"OKLAHOMA",40,"MAJOR COUNTY",93,"Severe Storm(s)","2017"
"VIRGINIA",51,"MANASSAS CITY",683,"Snow","2016"
"VIRGINIA",51,"MANASSAS CITY",683,"Hurricane","2018"
"VIRGINIA",51,"MANASSAS PARK CITY",685,"Snow","2016"
"VIRGINIA",51,"MANASSAS PARK CITY",685,"Hurricane","2018"
"FLORIDA",12,"MANATEE COUNTY",81,"Hurricane","2019"
"FLORIDA",12,"MANATEE COUNTY",81,"Hurricane","2016"
"FLORIDA",12,"MANATEE COUNTY",81,"Hurricane","2017"
"FLORIDA",12,"MANATEE COUNTY",81,"Hurricane","2018"
"ALABAMA",1,"MARENGO COUNTY",91,"Hurricane","2017"
"MISSOURI",29,"MARIES COUNTY",125,"Flood","2016"
"MISSOURI",29,"MARIES COUNTY",125,"Flood","2017"
"MISSOURI",29,"MARIES COUNTY",125,"Severe Storm(s)","2019"
"MISSOURI",29,"MARIES COUNTY",125,"Severe Storm(s)","2015"
"CALIFORNIA",6,"MARIN COUNTY",41,"Severe Storm(s)","2019"
"CALIFORNIA",6,"MARIN COUNTY",41,"Flood","2017"
"CALIFORNIA",6,"MARIN COUNTY",41,"Severe Storm(s)","2017"
"WISCONSIN",55,"MARINETTE COUNTY",75,"Flood","2019"
"ALABAMA",1,"MARION COUNTY",93,"Hurricane","2017"
"ALABAMA",1,"MARION COUNTY",93,"Severe Storm(s)","2019"
"ALABAMA",1,"MARION COUNTY",93,"Severe Storm(s)","2016"
"ARKANSAS",5,"MARION COUNTY",89,"Severe Storm(s)","2015"
"ARKANSAS",5,"MARION COUNTY",89,"Severe Storm(s)","2017"
"ARKANSAS",5,"MARION COUNTY",89,"Severe Storm(s)","2016"
"FLORIDA",12,"MARION COUNTY",83,"Hurricane","2019"
"FLORIDA",12,"MARION COUNTY",83,"Hurricane","2016"
"FLORIDA",12,"MARION COUNTY",83,"Hurricane","2017"
"GEORGIA",13,"MARION COUNTY",197,"Severe Storm(s)","2016"
"GEORGIA",13,"MARION COUNTY",197,"Hurricane","2017"
"GEORGIA",13,"MARION COUNTY",197,"Hurricane","2018"
"IOWA",19,"MARION COUNTY",125,"Severe Storm(s)","2018"
"IOWA",19,"MARION COUNTY",125,"Severe Storm(s)","2015"
"KANSAS",20,"MARION COUNTY",115,"Severe Storm(s)","2019"
"KANSAS",20,"MARION COUNTY",115,"Severe Storm(s)","2015"
"KENTUCKY",21,"MARION COUNTY",155,"Severe Storm(s)","2019"
"MISSISSIPPI",28,"MARION COUNTY",91,"Flood","2016"
"MISSISSIPPI",28,"MARION COUNTY",91,"Tornado","2015"
"MISSISSIPPI",28,"MARION COUNTY",91,"Severe Storm(s)","2019"
"MISSOURI",29,"MARION COUNTY",127,"Flood","2016"
"MISSOURI",29,"MARION COUNTY",127,"Severe Storm(s)","2019"
"MISSOURI",29,"MARION COUNTY",127,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"MARION COUNTY",67,"Hurricane","2017"
"SOUTH CAROLINA",45,"MARION COUNTY",67,"Flood","2015"
"SOUTH CAROLINA",45,"MARION COUNTY",67,"Hurricane","2016"
"SOUTH CAROLINA",45,"MARION COUNTY",67,"Hurricane","2019"
"SOUTH CAROLINA",45,"MARION COUNTY",67,"Hurricane","2018"
"SOUTH CAROLINA",45,"MARION COUNTY",67,"Severe Storm(s)","2015"
"TENNESSEE",47,"MARION COUNTY",115,"Flood","2019"
"TEXAS",48,"MARION COUNTY",315,"Flood","2016"
"WEST VIRGINIA",54,"MARION COUNTY",49,"Severe Storm(s)","2017"
"CALIFORNIA",6,"MARIPOSA COUNTY",43,"Fire","2017"
"CALIFORNIA",6,"MARIPOSA COUNTY",43,"Flood","2017"
"CALIFORNIA",6,"MARIPOSA COUNTY",43,"Severe Storm(s)","2019"
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,"Hurricane","2016"
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,"Hurricane","2018"
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,"Hurricane","2017"
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,"Hurricane","2019"
"SOUTH CAROLINA",45,"MARLBORO COUNTY",69,"Flood","2015"
"WISCONSIN",55,"MARQUETTE COUNTY",77,"Flood","2018"
"ALABAMA",1,"MARSHALL COUNTY",95,"Hurricane","2017"
"ALABAMA",1,"MARSHALL COUNTY",95,"Severe Storm(s)","2016"
"INDIANA",18,"MARSHALL COUNTY",99,"Flood","2018"
"IOWA",19,"MARSHALL COUNTY",127,"Flood","2019"
"IOWA",19,"MARSHALL COUNTY",127,"Severe Storm(s)","2018"
"KANSAS",20,"MARSHALL COUNTY",117,"Severe Storm(s)","2018"
"KANSAS",20,"MARSHALL COUNTY",117,"Severe Storm(s)","2019"
"KANSAS",20,"MARSHALL COUNTY",117,"Severe Storm(s)","2015"
"KENTUCKY",21,"MARSHALL COUNTY",157,"Snow","2015"
"KENTUCKY",21,"MARSHALL COUNTY",157,"Severe Storm(s)","2016"
"KENTUCKY",21,"MARSHALL COUNTY",157,"Severe Storm(s)","2019"
"KENTUCKY",21,"MARSHALL COUNTY",157,"Flood","2015"
"MINNESOTA",27,"MARSHALL COUNTY",89,"Flood","2019"
"MISSISSIPPI",28,"MARSHALL COUNTY",93,"Severe Storm(s)","2016"
"OKLAHOMA",40,"MARSHALL COUNTY",95,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"MARSHALL COUNTY",91,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"MARSHALL COUNTY",91,"Flood","2019"
"TENNESSEE",47,"MARSHALL COUNTY",117,"Flood","2019"
"TENNESSEE",47,"MARSHALL COUNTY",117,"Severe Ice Storm","2015"
"WEST VIRGINIA",54,"MARSHALL COUNTY",51,"Severe Storm(s)","2015"
"WEST VIRGINIA",54,"MARSHALL COUNTY",51,"Flood","2015"
"WEST VIRGINIA",54,"MARSHALL COUNTY",51,"Severe Storm(s)","2017"
"FLORIDA",12,"MARTIN COUNTY",85,"Hurricane","2019"
"FLORIDA",12,"MARTIN COUNTY",85,"Hurricane","2016"
"FLORIDA",12,"MARTIN COUNTY",85,"Hurricane","2017"
"KENTUCKY",21,"MARTIN COUNTY",159,"Severe Storm(s)","2019"
"KENTUCKY",21,"MARTIN COUNTY",159,"Flood","2015"
"KENTUCKY",21,"MARTIN COUNTY",159,"Flood","2018"
"MINNESOTA",27,"MARTIN COUNTY",91,"Flood","2019"
"MINNESOTA",27,"MARTIN COUNTY",91,"Flood","2018"
"NORTH CAROLINA",37,"MARTIN COUNTY",117,"Hurricane","2018"
"NORTH CAROLINA",37,"MARTIN COUNTY",117,"Hurricane","2016"
"NORTH CAROLINA",37,"MARTIN COUNTY",117,"Hurricane","2019"
"VIRGINIA",51,"MARTINSVILLE CITY",690,"Hurricane","2018"
"KENTUCKY",21,"MASON COUNTY",161,"Flood","2015"
"TEXAS",48,"MASON COUNTY",319,"Flood","2019"
"WASHINGTON",53,"MASON COUNTY",45,"Severe Storm(s)","2016"
"WASHINGTON",53,"MASON COUNTY",45,"Severe Storm(s)","2019"
"WASHINGTON",53,"MASON COUNTY",45,"Flood","2016"
"TEXAS",48,"MATAGORDA COUNTY",321,"Hurricane","2017"
"ALASKA",2,"MATANUSKA-SUSITNA BOROUGH",170,"Fire","2015"
"ALASKA",2,"MATANUSKA-SUSITNA BOROUGH",170,"Fire","2019"
"ALASKA",2,"MATANUSKA-SUSITNA BOROUGH",170,"Flood","2018"
"VIRGINIA",51,"MATHEWS COUNTY",115,"Hurricane","2018"
"HAWAII",15,"MAUI COUNTY",9,"Hurricane","2018"
"HAWAII",15,"MAUI COUNTY",9,"Fire","2019"
"OKLAHOMA",40,"MAYES COUNTY",97,"Severe Storm(s)","2019"
"OKLAHOMA",40,"MAYES COUNTY",97,"Severe Storm(s)","2015"
"OKLAHOMA",40,"MAYES COUNTY",97,"Severe Storm(s)","2017"
"OKLAHOMA",40,"MAYES COUNTY",97,"Severe Storm(s)","2016"
"OKLAHOMA",40,"MCCLAIN COUNTY",87,"Severe Storm(s)","2015"
"MONTANA",30,"MCCONE COUNTY",55,"Flood","2019"
"SOUTH DAKOTA",46,"MCCOOK COUNTY",87,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"MCCOOK COUNTY",87,"Severe Storm(s)","2015"
"SOUTH DAKOTA",46,"MCCOOK COUNTY",87,"Flood","2019"
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,"Hurricane","2018"
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,"Severe Storm(s)","2015"
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,"Hurricane","2019"
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,"Hurricane","2016"
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,"Hurricane","2017"
"SOUTH CAROLINA",45,"MCCORMICK COUNTY",65,"Flood","2015"
"KENTUCKY",21,"MCCRACKEN COUNTY",145,"Flood","2018"
"KENTUCKY",21,"MCCRACKEN COUNTY",145,"Severe Storm(s)","2019"
"KENTUCKY",21,"MCCRACKEN COUNTY",145,"Snow","2015"
"KENTUCKY",21,"MCCREARY COUNTY",147,"Severe Storm(s)","2019"
"TEXAS",48,"MCCULLOCH COUNTY",307,"Flood","2019"
"OKLAHOMA",40,"MCCURTAIN COUNTY",89,"Severe Storm(s)","2016"
"OKLAHOMA",40,"MCCURTAIN COUNTY",89,"Severe Storm(s)","2015"
"MISSOURI",29,"MCDONALD COUNTY",119,"Severe Storm(s)","2019"
"MISSOURI",29,"MCDONALD COUNTY",119,"Flood","2016"
"MISSOURI",29,"MCDONALD COUNTY",119,"Flood","2017"
"MISSOURI",29,"MCDONALD COUNTY",119,"Severe Storm(s)","2015"
"NORTH CAROLINA",37,"MCDOWELL COUNTY",111,"Hurricane","2018"
"NORTH CAROLINA",37,"MCDOWELL COUNTY",111,"Hurricane","2019"
"WEST VIRGINIA",54,"MCDOWELL COUNTY",47,"Severe Storm(s)","2015"
"GEORGIA",13,"MCDUFFIE COUNTY",189,"Hurricane","2018"
"GEORGIA",13,"MCDUFFIE COUNTY",189,"Hurricane","2017"
"NORTH DAKOTA",38,"MCHENRY COUNTY",49,"Flood","2017"
"GEORGIA",13,"MCINTOSH COUNTY",191,"Hurricane","2017"
"GEORGIA",13,"MCINTOSH COUNTY",191,"Hurricane","2019"
"GEORGIA",13,"MCINTOSH COUNTY",191,"Hurricane","2018"
"GEORGIA",13,"MCINTOSH COUNTY",191,"Hurricane","2016"
"OKLAHOMA",40,"MCINTOSH COUNTY",91,"Severe Storm(s)","2015"
"OKLAHOMA",40,"MCINTOSH COUNTY",91,"Severe Storm(s)","2016"
"NORTH DAKOTA",38,"MCKENZIE COUNTY",53,"Flood","2019"
"KENTUCKY",21,"MCLEAN COUNTY",149,"Flood","2018"
"TEXAS",48,"MCLENNAN COUNTY",309,"Severe Storm(s)","2015"
"MINNESOTA",27,"MCLEOD COUNTY",85,"Flood","2019"
"TENNESSEE",47,"MCMINN COUNTY",107,"Severe Ice Storm","2015"
"TENNESSEE",47,"MCNAIRY COUNTY",109,"Flood","2019"
"TENNESSEE",47,"MCNAIRY COUNTY",109,"Severe Ice Storm","2015"
"TENNESSEE",47,"MCNAIRY COUNTY",109,"Severe Storm(s)","2019"
"KANSAS",20,"MCPHERSON COUNTY",113,"Severe Storm(s)","2015"
"KANSAS",20,"MCPHERSON COUNTY",113,"Severe Storm(s)","2019"
"KANSAS",20,"MCPHERSON COUNTY",113,"Fire","2017"
"SOUTH DAKOTA",46,"MCPHERSON COUNTY",89,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"MCPHERSON COUNTY",89,"Flood","2019"
"KANSAS",20,"MEADE COUNTY",119,"Severe Storm(s)","2019"
"KANSAS",20,"MEADE COUNTY",119,"Severe Storm(s)","2015"
"KANSAS",20,"MEADE COUNTY",119,"Severe Ice Storm","2017"
"SOUTH DAKOTA",46,"MEADE COUNTY",93,"Severe Storm(s)","2017"
"SOUTH DAKOTA",46,"MEADE COUNTY",93,"Severe Storm(s)","2019"
"SOUTH DAKOTA",46,"MEADE COUNTY",93,"Flood","2019"
"NORTH CAROLINA",37,"MECKLENBURG COUNTY",119,"Hurricane","2018"
"NORTH CAROLINA",37,"MECKLENBURG COUNTY",119,"Hurricane","2019"
"VIRGINIA",51,"MECKLENBURG COUNTY",117,"Hurricane","2018"
"OHIO",39,"MEIGS COUNTY",105,"Flood","2018"
"OHIO",39,"MEIGS COUNTY",105,"Flood","2019"
"TENNESSEE",47,"MEIGS COUNTY",121,"Severe Ice Storm","2015"
"SOUTH DAKOTA",46,"MELLETTE COUNTY",95,"Flood","2019"
"TEXAS",48,"MENARD COUNTY",327,"Flood","2019"
"CALIFORNIA",6,"MENDOCINO COUNTY",45,"Severe Storm(s)","2019"
"CALIFORNIA",6,"MENDOCINO COUNTY",45,"Flood","2017"
"CALIFORNIA",6,"MENDOCINO COUNTY",45,"Fire","2017"
"CALIFORNIA",6,"MENDOCINO COUNTY",45,"Fire","2018"
"CALIFORNIA",6,"MENDOCINO COUNTY",45,"Severe Storm(s)","2017"
"KENTUCKY",21,"MENIFEE COUNTY",165,"Severe Storm(s)","2015"
"KENTUCKY",21,"MENIFEE COUNTY",165,"Snow","2015"
"KENTUCKY",21,"MENIFEE COUNTY",165,"Flood","2015"
"MICHIGAN",26,"MENOMINEE COUNTY",109,"Flood","2018"
"WISCONSIN",55,"MENOMINEE COUNTY",78,"Flood","2019"
"CALIFORNIA",6,"MERCED COUNTY",47,"Severe Storm(s)","2017"
"CALIFORNIA",6,"MERCED COUNTY",47,"Flood","2017"
"ILLINOIS",17,"MERCER COUNTY",131,"Flood","2019"
"MISSOURI",29,"MERCER COUNTY",129,"Severe Storm(s)","2019"
"NEW JERSEY",34,"MERCER COUNTY",21,"Severe Storm(s)","2016"
"OHIO",39,"MERCER COUNTY",107,"Tornado","2019"
"WEST VIRGINIA",54,"MERCER COUNTY",55,"Severe Storm(s)","2015"
"GEORGIA",13,"MERIWETHER COUNTY",199,"Hurricane","2017"
"GEORGIA",13,"MERIWETHER COUNTY",199,"Severe Storm(s)","2016"
"NEBRASKA",31,"MERRICK COUNTY",121,"Flood","2019"
"NEBRASKA",31,"MERRICK COUNTY",121,"Snow","2018"
"NEW HAMPSHIRE",33,"MERRIMACK COUNTY",13,"Severe Storm(s)","2018"
"KENTUCKY",21,"METCALFE COUNTY",169,"Flood","2015"
"KENTUCKY",21,"METCALFE COUNTY",169,"Flood","2018"
"KENTUCKY",21,"METCALFE COUNTY",169,"Severe Storm(s)","2019"
"KENTUCKY",21,"METCALFE COUNTY",169,"Severe Storm(s)","2016"
"KENTUCKY",21,"METCALFE COUNTY",169,"Snow","2015"
"KANSAS",20,"MIAMI COUNTY",121,"Severe Storm(s)","2019"
"KANSAS",20,"MIAMI COUNTY",121,"Severe Storm(s)","2015"
"OHIO",39,"MIAMI COUNTY",109,"Tornado","2019"
"FLORIDA",12,"MIAMI-DADE COUNTY",86,"Hurricane","2017"
"FLORIDA",12,"MIAMI-DADE COUNTY",86,"Hurricane","2019"
"FLORIDA",12,"MIAMI-DADE COUNTY",86,"Hurricane","2016"
"CONNECTICUT",9,"MIDDLESEX COUNTY",7,"Severe Storm(s)","2018"
"MASSACHUSETTS",25,"MIDDLESEX COUNTY",17,"Snow","2018"
"MASSACHUSETTS",25,"MIDDLESEX COUNTY",17,"Severe Storm(s)","2015"
"NEW JERSEY",34,"MIDDLESEX COUNTY",23,"Severe Storm(s)","2016"
"VIRGINIA",51,"MIDDLESEX COUNTY",119,"Hurricane","2018"
"MICHIGAN",26,"MIDLAND COUNTY",111,"Severe Storm(s)","2017"
"TEXAS",48,"MILAM COUNTY",331,"Severe Storm(s)","2015"
"TEXAS",48,"MILAM COUNTY",331,"Hurricane","2017"
"TEXAS",48,"MILAM COUNTY",331,"Flood","2016"
"ARKANSAS",5,"MILLER COUNTY",91,"Severe Storm(s)","2015"
"GEORGIA",13,"MILLER COUNTY",201,"Hurricane","2017"
"GEORGIA",13,"MILLER COUNTY",201,"Hurricane","2018"
"MISSOURI",29,"MILLER COUNTY",131,"Flood","2017"
"MISSOURI",29,"MILLER COUNTY",131,"Flood","2016"
"MISSOURI",29,"MILLER COUNTY",131,"Severe Storm(s)","2015"
"MISSOURI",29,"MILLER COUNTY",131,"Severe Storm(s)","2019"
"IOWA",19,"MILLS COUNTY",129,"Flood","2019"
"SOUTH DAKOTA",46,"MINER COUNTY",97,"Flood","2019"
"SOUTH DAKOTA",46,"MINER COUNTY",97,"Severe Storm(s)","2019"
"WEST VIRGINIA",54,"MINERAL COUNTY",57,"Severe Storm(s)","2018"
"WEST VIRGINIA",54,"MINGO COUNTY",59,"Severe Storm(s)","2015"
"IDAHO",16,"MINIDOKA COUNTY",67,"Flood","2017"
"SOUTH DAKOTA",46,"MINNEHAHA COUNTY",99,"Flood","2019"
"SOUTH DAKOTA",46,"MINNEHAHA COUNTY",99,"Severe Storm(s)","2019"
"ARKANSAS",5,"MISSISSIPPI COUNTY",93,"Severe Storm(s)","2017"
"ARKANSAS",5,"MISSISSIPPI COUNTY",93,"Severe Storm(s)","2016"
"MISSOURI",29,"MISSISSIPPI COUNTY",133,"Flood","2016"
"MISSOURI",29,"MISSISSIPPI COUNTY",133,"Severe Storm(s)","2019"
"MISSOURI",29,"MISSISSIPPI COUNTY",133,"Flood","2017"
"MISSOURI",29,"MISSISSIPPI COUNTY",133,"Flood","2019"
"MONTANA",30,"MISSOULA COUNTY",63,"Fire","2017"
"MONTANA",30,"MISSOULA COUNTY",63,"Flood","2018"
"GEORGIA",13,"MITCHELL COUNTY",205,"Hurricane","2018"
"GEORGIA",13,"MITCHELL COUNTY",205,"Hurricane","2017"
"GEORGIA",13,"MITCHELL COUNTY",205,"Severe Storm(s)","2017"
"IOWA",19,"MITCHELL COUNTY",131,"Severe Storm(s)","2017"
"IOWA",19,"MITCHELL COUNTY",131,"Severe Storm(s)","2015"
"IOWA",19,"MITCHELL COUNTY",131,"Flood","2016"
"IOWA",19,"MITCHELL COUNTY",131,"Flood","2019"
"NORTH CAROLINA",37,"MITCHELL COUNTY",121,"Hurricane","2019"
"NORTH CAROLINA",37,"MITCHELL COUNTY",121,"Hurricane","2018"
"ALABAMA",1,"MOBILE COUNTY",97,"Hurricane","2017"
"ALABAMA",1,"MOBILE COUNTY",97,"Hurricane","2018"
"CALIFORNIA",6,"MODOC COUNTY",49,"Severe Storm(s)","2019"
"CALIFORNIA",6,"MODOC COUNTY",49,"Flood","2017"
"ARIZONA",4,"MOHAVE COUNTY",15,"Fire","2015"
"MISSOURI",29,"MONITEAU COUNTY",135,"Flood","2016"
"MISSOURI",29,"MONITEAU COUNTY",135,"Severe Storm(s)","2015"
"NEW JERSEY",34,"MONMOUTH COUNTY",25,"Severe Storm(s)","2016"
"CALIFORNIA",6,"MONO COUNTY",51,"Flood","2017"
"CALIFORNIA",6,"MONO COUNTY",51,"Severe Storm(s)","2017"
"IOWA",19,"MONONA COUNTY",133,"Flood","2019"
"WEST VIRGINIA",54,"MONONGALIA COUNTY",61,"Severe Storm(s)","2017"
"WEST VIRGINIA",54,"MONONGALIA COUNTY",61,"Severe Storm(s)","2015"
"ALABAMA",1,"MONROE COUNTY",99,"Severe Storm(s)","2016"
"ALABAMA",1,"MONROE COUNTY",99,"Hurricane","2017"
"FLORIDA",12,"MONROE COUNTY",87,"Hurricane","2019"
"FLORIDA",12,"MONROE COUNTY",87,"Hurricane","2017"
"FLORIDA",12,"MONROE COUNTY",87,"Hurricane","2016"
"GEORGIA",13,"MONROE COUNTY",207,"Hurricane","2017"
"GEORGIA",13,"MONROE COUNTY",207,"Hurricane","2018"
"ILLINOIS",17,"MONROE COUNTY",133,"Flood","2019"
"IOWA",19,"MONROE COUNTY",135,"Flood","2019"
"IOWA",19,"MONROE COUNTY",135,"Severe Storm(s)","2015"
"MISSISSIPPI",28,"MONROE COUNTY",95,"Severe Storm(s)","2016"
"MISSISSIPPI",28,"MONROE COUNTY",95,"Severe Storm(s)","2019"
"MISSOURI",29,"MONROE COUNTY",137,"Severe Storm(s)","2019"
"MISSOURI",29,"MONROE COUNTY",137,"Severe Storm(s)","2015"
"NEW YORK",36,"MONROE COUNTY",55,"Flood","2017"
"OHIO",39,"MONROE COUNTY",111,"Flood","2019"
"OHIO",39,"MONROE COUNTY",111,"Flood","2018"
"TENNESSEE",47,"MONROE COUNTY",123,"Severe Ice Storm","2015"
"WEST VIRGINIA",54,"MONROE COUNTY",63,"Flood","2016"
"WISCONSIN",55,"MONROE COUNTY",81,"Severe Storm(s)","2017"
"WISCONSIN",55,"MONROE COUNTY",81,"Flood","2019"
"WISCONSIN",55,"MONROE COUNTY",81,"Flood","2018"
"WISCONSIN",55,"MONROE COUNTY",81,"Flood","2016"
"TEXAS",48,"MONTAGUE COUNTY",337,"Severe Storm(s)","2015"
"CALIFORNIA",6,"MONTEREY COUNTY",53,"Fire","2016"
"CALIFORNIA",6,"MONTEREY COUNTY",53,"Flood","2017"
"CALIFORNIA",6,"MONTEREY COUNTY",53,"Severe Storm(s)","2019"
"CALIFORNIA",6,"MONTEREY COUNTY",53,"Severe Storm(s)","2017"
"ALABAMA",1,"MONTGOMERY COUNTY",101,"Hurricane","2017"
"ALABAMA",1,"MONTGOMERY COUNTY",101,"Hurricane","2018"
"ARKANSAS",5,"MONTGOMERY COUNTY",97,"Severe Storm(s)","2015"
"ARKANSAS",5,"MONTGOMERY COUNTY",97,"Severe Storm(s)","2017"
