disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh,id
826,1989-05-10T00:00:00.000Z,SEVERE FREEZING,1989-01-15T00:00:00.000Z,1989-02-15T00:00:00.000Z,Major Disaster,AK,Alaska,Freezing,1993-07-21T00:00:00.000Z,2013-03-27T00:00:00.000Z,1997-12-16T00:00:00.000Z,8dcb259b52f35024f525ac6e5b746a15bc148b8b,2021-07-13T23:01:20.343Z,5aa2d57bcb4f0f7020b17ac2
811,1988-01-20T00:00:00.000Z,TYPHOON ROY,1988-01-11T00:00:00.000Z,1988-01-12T00:00:00.000Z,Major Disaster,MP,Northern Mariana Islands,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,cc2d09fb9160d80acc7a9077c1cc19f7420720dc,2021-07-13T23:01:20.368Z,5aa2d57bcb4f0f7020b17ac6
806,1987-12-17T00:00:00.000Z,TORNADOES,1987-12-14T00:00:00.000Z,1987-12-14T00:00:00.000Z,Major Disaster,AR,Arkansas,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-06-04T00:00:00.000Z,103756ff35779daec424b06b82f7c7c862e15868,2021-07-13T23:01:20.371Z,5aa2d57bcb4f0f7020b17ac7
830,1989-06-07T00:00:00.000Z,SEVERE STORMS & FLOODING,1989-05-05T00:00:00.000Z,1989-05-13T00:00:00.000Z,Major Disaster,ME,Maine,Flood,1993-07-21T00:00:00.000Z,2001-11-06T00:00:00.000Z,2001-09-28T00:00:00.000Z,73fbc078b6caf05bae905fad6f4fdffca6f3711c,2021-07-13T23:01:20.309Z,5aa2d57bcb4f0f7020b17aab
810,1988-01-20T00:00:00.000Z,TYPHOON ROY,1988-01-11T00:00:00.000Z,1988-01-12T00:00:00.000Z,Major Disaster,GU,Guam,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,80cff0a4162a57fd9e8dfee986dbf12a4469cf42,2021-07-13T23:01:20.368Z,5aa2d57bcb4f0f7020b17ab0
836,1989-07-18T00:00:00.000Z,TROPICAL STORM ALLISON,1989-06-25T00:00:00.000Z,1989-07-07T00:00:00.000Z,Major Disaster,TX,Texas,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,f552d514e415807c85565c4c69453ad63aff37f3,2021-07-13T23:01:20.297Z,5aa2d57bcb4f0f7020b17ab5
2070,1988-09-06T00:00:00.000Z,DINKLEMAN FIRE,1988-09-06T00:00:00.000Z,1988-09-06T00:00:00.000Z,Fire Suppression,WA,Washington,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1997-02-26T00:00:00.000Z,a9f0c60b763e2c816c35b8f72d8b8f7352b2b381,2021-07-13T23:01:20.361Z,5aa2d57bcb4f0f7020b17aba
2062,1987-09-02T00:00:00.000Z,FROZEN CREEK FIRE,1987-08-30T00:00:00.000Z,1987-08-30T00:00:00.000Z,Fire Suppression,OR,Oregon,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-09-25T00:00:00.000Z,70b57025456749b7acaa5214fdcc5f01ea179d23,2021-07-13T23:01:20.384Z,5aa2d57bcb4f0f7020b17abf
816,1988-10-05T00:00:00.000Z,HURRICANE GILBERT,1988-09-15T00:00:00.000Z,1988-09-17T00:00:00.000Z,Major Disaster,TX,Texas,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-06-04T00:00:00.000Z,7adcd6989ea1c97e3719237bcd3a15f355a73d77,2021-07-13T23:01:20.359Z,5aa2d57bcb4f0f7020b17ac4
2065,1987-09-02T00:00:00.000Z,STANISLAUS COMPLEX FIRE,1987-09-02T00:00:00.000Z,1987-09-02T00:00:00.000Z,Fire Suppression,CA,California,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-08-03T00:00:00.000Z,edd99d1305fc18488eb8d60cfda3048f32063359,2021-07-13T23:01:20.381Z,5aa2d57bcb4f0f7020b17ac9
793,1987-05-26T00:00:00.000Z,SEVERE STORMS & TORNADOES,1987-05-22T00:00:00.000Z,1987-05-22T00:00:00.000Z,Major Disaster,TX,Texas,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-06-11T00:00:00.000Z,ca23df64b8572f64b51092636f53cb263665a63a,2021-07-13T23:01:20.395Z,5aa2d57bcb4f0f7020b17acb
788,1987-04-09T00:00:00.000Z,SEVERE STORMS & FLOODING,1987-03-30T00:00:00.000Z,1987-04-12T00:00:00.000Z,Major Disaster,ME,Maine,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-08T00:00:00.000Z,6969c6d979601a7b13ca171633686b65cac00186,2021-07-13T23:01:20.433Z,5aa2d57bcb4f0f7020b17acc
794,1987-07-09T00:00:00.000Z,SEVERE STORMS & FLOODING,1987-05-19T00:00:00.000Z,1987-05-31T00:00:00.000Z,Major Disaster,OK,Oklahoma,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-10-18T00:00:00.000Z,85b67fb74701e843aee0d07bce58550bebaa1489,2021-07-13T23:01:20.391Z,5aa2d57bcb4f0f7020b17acf
789,1987-04-16T00:00:00.000Z,SEVERE STORMS & FLOODING,1987-03-30T00:00:00.000Z,1987-04-11T00:00:00.000Z,Major Disaster,NH,New Hampshire,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,dd67e9cb76435d383515ec1e00440ee6d960a5b5,2021-07-13T23:01:20.420Z,5aa2d57bcb4f0f7020b17ad0
790,1987-04-18T00:00:00.000Z,SEVERE STORMS & FLOODING,1987-03-30T00:00:00.000Z,1987-04-13T00:00:00.000Z,Major Disaster,MA,Massachusetts,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,88be4e368a3a71f880c4c407f7898b60501fed2d,2021-07-13T23:01:20.399Z,5aa2d57bcb4f0f7020b17ad3
785,1987-01-24T00:00:00.000Z,HURRICANE TUSI,1987-01-17T00:00:00.000Z,1987-01-17T00:00:00.000Z,Major Disaster,AS,American Samoa,Hurricane,1993-07-21T00:00:00.000Z,2003-03-25T00:00:00.000Z,2000-09-29T00:00:00.000Z,70eb59f93f52cdb00177cc15faf0d68164e6f7a2,2021-07-13T23:01:20.435Z,5aa2d57bcb4f0f7020b17ad4
781,1986-10-27T00:00:00.000Z,"COASTAL STORM, HIGH WINDS & WAVES",1986-09-20T00:00:00.000Z,1986-09-21T00:00:00.000Z,Major Disaster,AK,Alaska,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-04-04T00:00:00.000Z,96b79d2587d70050f249af147b31744afc23ebfa,2021-07-13T23:01:20.442Z,5aa2d57bcb4f0f7020b17ad7
776,1986-10-07T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-09-21T00:00:00.000Z,1986-10-15T00:00:00.000Z,Major Disaster,IL,Illinois,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-11-22T00:00:00.000Z,a85e3c60c31c2397c53d34e5b3364c83297eabc7,2021-07-13T23:01:20.445Z,5aa2d57bcb4f0f7020b17ad8
778,1986-10-14T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-09-26T00:00:00.000Z,1986-10-15T00:00:00.000Z,Major Disaster,OK,Oklahoma,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,478f3ed790ac28327574064a6021502575f49126,2021-07-13T23:01:20.444Z,5aa2d57bcb4f0f7020b17ace
2060,1987-07-16T00:00:00.000Z,BLAND MOUNTAIN FIRE,1987-07-16T00:00:00.000Z,1987-07-16T00:00:00.000Z,Fire Suppression,OR,Oregon,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-09-25T00:00:00.000Z,0c7c27c6fa14907150165ba7439aa63049d40c1f,2021-07-13T23:01:20.390Z,5aa2d57bcb4f0f7020b17ad2
786,1987-02-02T00:00:00.000Z,TYPHOON ORCHID,1987-01-10T00:00:00.000Z,1987-01-11T00:00:00.000Z,Major Disaster,FM,Federated States of Micronesia,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,3506434690beca1f91a0c86238afb000212ac293,2021-07-13T23:01:20.434Z,5aa2d57bcb4f0f7020b17ad6
783,1986-12-10T00:00:00.000Z,TYPHOON KIM,1986-12-03T00:00:00.000Z,1986-12-03T00:00:00.000Z,Major Disaster,MP,Northern Mariana Islands,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,d79df267b4e55a20cdafcc67587220412ee77cb7,2021-07-13T23:01:20.438Z,5aa2d57bcb4f0f7020b17acd
784,1986-12-15T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-11-22T00:00:00.000Z,1986-11-29T00:00:00.000Z,Major Disaster,WA,Washington,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-02-15T00:00:00.000Z,158f3ba1e057b2042bf7ecbf0fc9910631f699fc,2021-07-13T23:01:20.436Z,5aa2d57bcb4f0f7020b17ad1
791,1987-04-27T00:00:00.000Z,FIRE,1987-02-24T00:00:00.000Z,1987-02-24T00:00:00.000Z,Major Disaster,MH,Marshall Islands,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1993-11-22T00:00:00.000Z,8c745351d0f8fc615f37b6f0a433f4168cf0e126,2021-07-13T23:01:20.396Z,5aa2d57bcb4f0f7020b17ad5
2059,1986-05-10T00:00:00.000Z,TOPSAIL FIRE,1986-05-10T00:00:00.000Z,1986-05-10T00:00:00.000Z,Fire Suppression,NC,North Carolina,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-08-03T00:00:00.000Z,e6c67db4de93197bdf48b368fb663d609d381007,2021-07-13T23:01:20.456Z,5aa2d57bcb4f0f7020b17adc
745,1985-10-08T00:00:00.000Z,HURRICANE GLORIA,1985-09-27T00:00:00.000Z,1985-09-27T00:00:00.000Z,Major Disaster,PA,Pennsylvania,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-11-22T00:00:00.000Z,d058f3378796c0d482b565831e8bcf363ef7bb6f,2021-07-13T23:01:20.474Z,5aa2d57bcb4f0f7020b17ae0
774,1986-09-18T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-09-10T00:00:00.000Z,1986-10-10T00:00:00.000Z,Major Disaster,MI,Michigan,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1998-09-30T00:00:00.000Z,0044825c7e18afdc033a519186b9ff7a642956c5,2021-07-13T23:01:20.446Z,5aa2d57bcb4f0f7020b17ada
734,1985-03-22T00:00:00.000Z,SNOW MELT & ICE JAMS,1985-03-22T00:00:00.000Z,1985-03-22T00:00:00.000Z,Major Disaster,NY,New York,Snow,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1992-05-12T00:00:00.000Z,1cff6d3c5cc83c76f846007ac20c819bb8078fbb,2021-07-13T23:01:20.531Z,5aa2d57bcb4f0f7020b17ae4
759,1986-02-28T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-02-15T00:00:00.000Z,1986-03-12T00:00:00.000Z,Major Disaster,NV,Nevada,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-09-12T00:00:00.000Z,562eb29ac3a4d76bde3e63d28abc01d657c81215,2021-07-13T23:01:20.461Z,5aa2d57bcb4f0f7020b17ae8
769,1986-07-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-05-20T00:00:00.000Z,1986-05-20T00:00:00.000Z,Major Disaster,WA,Washington,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-01-09T00:00:00.000Z,10597c3a774ef9d38d8fb6cde370256817e1c165,2021-07-13T23:01:20.453Z,5aa2d57bcb4f0f7020b17adb
740,1985-08-07T00:00:00.000Z,"SEVERE STORMS, HAIL & FLOODING",1985-08-07T00:00:00.000Z,1985-08-07T00:00:00.000Z,Major Disaster,WY,Wyoming,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,582ef9ab1a426e891079e41145d5d055907ecf2c,2021-07-13T23:01:20.505Z,5aa2d57bcb4f0f7020b17aec
750,1985-10-18T00:00:00.000Z,HURRICANE GLORIA,1985-09-27T00:00:00.000Z,1985-09-27T00:00:00.000Z,Major Disaster,NY,New York,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,04bd9cb0b05865135421c948b7183f98b0d5c469,2021-07-13T23:01:20.470Z,5aa2d57bcb4f0f7020b17adf
792,1987-05-15T00:00:00.000Z,FLOODING,1987-04-03T00:00:00.000Z,1987-04-07T00:00:00.000Z,Major Disaster,NY,New York,Flood,1993-07-21T00:00:00.000Z,2011-10-14T00:00:00.000Z,2011-09-30T00:00:00.000Z,fdcef34b42f6a4277c6dd5695958b58d77320cb7,2021-07-13T23:01:20.396Z,5aa2d57bcb4f0f7020b17af0
2053,1985-05-20T00:00:00.000Z,TOMOKA FIRE,1985-05-20T00:00:00.000Z,1985-05-20T00:00:00.000Z,Fire Suppression,FL,Florida,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-03-27T00:00:00.000Z,8d5e4efff07c116e404c9860ed88219a633880a5,2021-07-13T23:01:20.527Z,5aa2d57bcb4f0f7020b17ae3
779,1986-10-14T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-09-18T00:00:00.000Z,1986-10-15T00:00:00.000Z,Major Disaster,MO,Missouri,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1996-03-06T00:00:00.000Z,c334acb56065fad10955c5ae51d332ca7fa28d64,2021-07-13T23:01:20.444Z,5aa2d57bcb4f0f7020b17ad9
764,1986-05-03T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-03-22T00:00:00.000Z,1986-05-10T00:00:00.000Z,Major Disaster,SD,South Dakota,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,5ce51001e1b672a122267a704251338dcfaa9706,2021-07-13T23:01:20.458Z,5aa2d57bcb4f0f7020b17ae7
760,1986-03-13T00:00:00.000Z,"HEAVY RAINS, SNOWMELT & FLOODING",1986-02-12T00:00:00.000Z,1986-02-22T00:00:00.000Z,Major Disaster,UT,Utah,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-04-12T00:00:00.000Z,e69ae891556f156ebc30d32cb696f0daed4eb1b2,2021-07-13T23:01:20.461Z,5aa2d57bcb4f0f7020b17add
744,1985-09-18T00:00:00.000Z,SEVERE STORMS AND FLOODING,1985-09-05T00:00:00.000Z,1985-09-28T00:00:00.000Z,Major Disaster,MI,Michigan,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1993-11-30T00:00:00.000Z,8c51d69315a6b58b50cb64e42c80ab80854171a3,2021-07-13T23:01:20.475Z,5aa2d57bcb4f0f7020b17aeb
2058,1985-08-30T00:00:00.000Z,TONASKET/BAKER FIRE,1985-08-30T00:00:00.000Z,1985-08-30T00:00:00.000Z,Fire Suppression,WA,Washington,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-01-09T00:00:00.000Z,722aa3b0df421b38171ddf87bd0af2ac09de0f48,2021-07-13T23:01:20.486Z,5aa2d57bcb4f0f7020b17ae1
733,1985-03-20T00:00:00.000Z,FLOODING,1985-03-20T00:00:00.000Z,1985-03-20T00:00:00.000Z,Major Disaster,NY,New York,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1992-05-12T00:00:00.000Z,fcb74e6bba043b313026cb9d331897606e4274ae,2021-07-13T23:01:20.532Z,5aa2d57bcb4f0f7020b17aef
773,1986-09-10T00:00:00.000Z,SEVERE STORM & FLOODING,1985-11-04T00:00:00.000Z,1985-11-06T00:00:00.000Z,Major Disaster,MD,Maryland,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-04-11T00:00:00.000Z,a63b9c1505cc1aa5f1b22b6eedbd4cad2ea9fdfb,2021-07-13T23:01:20.449Z,5aa2d57bcb4f0f7020b17ae5
777,1986-10-14T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-09-25T00:00:00.000Z,1986-10-28T00:00:00.000Z,Major Disaster,MT,Montana,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1992-10-30T00:00:00.000Z,4b141c4911ccc3c14e83e1ea1003af33298794c4,2021-07-13T23:01:20.445Z,5aa2d57bcb4f0f7020b17af3
754,1985-11-09T00:00:00.000Z,SEVERE STORMS & FLOODING,1985-11-03T00:00:00.000Z,1985-11-06T00:00:00.000Z,Major Disaster,PA,Pennsylvania,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,bfb7595c08d6af88bf42ee21be7f7a11d012b5b3,2021-07-13T23:01:20.467Z,5aa2d57bcb4f0f7020b17ae9
2054,1985-07-11T00:00:00.000Z,LEXINGTON FIRE,1985-07-11T00:00:00.000Z,1985-07-11T00:00:00.000Z,Fire Suppression,CA,California,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-03-27T00:00:00.000Z,49dfee40855cd0532d3427628792ffffab364358,2021-07-13T23:01:20.521Z,5aa2d57bcb4f0f7020b17aed
787,1987-03-05T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1987-02-28T00:00:00.000Z,1987-02-28T00:00:00.000Z,Major Disaster,MS,Mississippi,Severe Storm(s),1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1993-11-30T00:00:00.000Z,a7c80e2219996d73ed9c0e052c10e6ab6f610970,2021-07-13T23:01:20.434Z,5aa2d57bcb4f0f7020b17af1
755,1985-11-09T00:00:00.000Z,SEVERE STORMS & FLOODING,1985-11-09T00:00:00.000Z,1985-11-09T00:00:00.000Z,Major Disaster,VA,Virginia,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,e372417c616e76b0edd6830073634b3f9af1d33a,2021-07-13T23:01:20.467Z,5aa2d57bcb4f0f7020b17ade
2055,1985-07-11T00:00:00.000Z,HIDDEN VALLEY LAKE FIRE,1985-07-11T00:00:00.000Z,1985-07-11T00:00:00.000Z,Fire Suppression,CA,California,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-03-27T00:00:00.000Z,285447550df196b0252e2a78e02deba70c35814c,2021-07-13T23:01:20.520Z,5aa2d57bcb4f0f7020b17ae2
768,1986-07-10T00:00:00.000Z,"HEAVY RAINS, FLOODING & MUDSLIDES",1986-04-25T00:00:00.000Z,1986-05-14T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,de681e383f0a5d9ec148263d005051bb918457bd,2021-07-13T23:01:20.454Z,5aa2d57bcb4f0f7020b17ae6
749,1985-10-15T00:00:00.000Z,HURRICANE GLORIA,1985-09-27T00:00:00.000Z,1985-09-27T00:00:00.000Z,Major Disaster,NJ,New Jersey,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,0b51809cee93d09424839b5acf5fa3fdcb41a260,2021-07-13T23:01:20.470Z,5aa2d57bcb4f0f7020b17aea
2052,1985-05-17T00:00:00.000Z,BONELL FIRE,1985-05-17T00:00:00.000Z,1985-05-17T00:00:00.000Z,Fire Suppression,FL,Florida,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-03-27T00:00:00.000Z,d906bd6a164a766199057425afabb1e30c580556,2021-07-13T23:01:20.528Z,5aa2d57bcb4f0f7020b17aee
782,1986-10-27T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-10-10T00:00:00.000Z,1986-10-13T00:00:00.000Z,Major Disaster,AK,Alaska,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-04-13T00:00:00.000Z,adb5fe2cd6be4b5edba50f69cc689b843b386887,2021-07-13T23:01:20.441Z,5aa2d57bcb4f0f7020b17af2
748,1985-10-15T00:00:00.000Z,HURRICANE GLORIA,1985-09-27T00:00:00.000Z,1985-09-27T00:00:00.000Z,Major Disaster,RI,Rhode Island,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-02-10T00:00:00.000Z,db0a9e37d1684918719abaec80e3b293cedb1bb2,2021-07-13T23:01:20.471Z,5aa2d57bcb4f0f7020b17af9
772,1986-09-10T00:00:00.000Z,TORNADOES,1986-05-01T00:00:00.000Z,1986-05-01T00:00:00.000Z,Major Disaster,TX,Texas,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-10-12T00:00:00.000Z,f3ad9bd22a26c0df189a54d771c9b97d222c0d63,2021-07-13T23:01:20.451Z,5aa2d57bcb4f0f7020b17af4
780,1986-10-22T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-10-02T00:00:00.000Z,1986-10-04T00:00:00.000Z,Major Disaster,KS,Kansas,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-04-13T00:00:00.000Z,ffcc47baa23a69f1468c2d268ac90e77946113db,2021-07-13T23:01:20.443Z,5aa2d57bcb4f0f7020b17afe
763,1986-04-23T00:00:00.000Z,"SEVERE STORMS, RAINS & TORNADOES",1986-04-19T00:00:00.000Z,1986-04-19T00:00:00.000Z,Major Disaster,TX,Texas,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-11-03T00:00:00.000Z,d7e081e54b52c3e89205b9543d2f9b2155d07b86,2021-07-13T23:01:20.459Z,5aa2d57bcb4f0f7020b17af6
756,1985-12-03T00:00:00.000Z,HURRICANE KATE,1985-11-21T00:00:00.000Z,1985-11-22T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,7bf736c23c045a26dec9694c20630510ad589d06,2021-07-13T23:01:20.464Z,5aa2d57bcb4f0f7020b17b03
739,1985-07-18T00:00:00.000Z,"GRASS, WILDLANDS, & FOREST FIRES",1985-06-26T00:00:00.000Z,1985-07-19T00:00:00.000Z,Major Disaster,CA,California,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,416cc7f9447647c363d85ff13809610246a52ff0,2021-07-13T23:01:20.518Z,5aa2d57bcb4f0f7020b17afb
736,1985-05-31T00:00:00.000Z,"STORMS, MUD/LAND SLIDES, FLOODING",1985-05-16T00:00:00.000Z,1985-05-21T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-04-13T00:00:00.000Z,bbe0653432eeb5fceffdf46f645a596251967a29,2021-07-13T23:01:20.526Z,5aa2d57bcb4f0f7020b17b08
757,1986-02-15T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-01-16T00:00:00.000Z,1986-01-19T00:00:00.000Z,Major Disaster,WA,Washington,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-01-09T00:00:00.000Z,ea0826b96e85687a96e0172186b176f6c7a19796,2021-07-13T23:01:20.463Z,5aa2d57bcb4f0f7020b17b0d
770,1986-08-14T00:00:00.000Z,SEVERE STORMS,1986-08-06T00:00:00.000Z,1986-08-06T00:00:00.000Z,Major Disaster,WI,Wisconsin,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1993-03-22T00:00:00.000Z,e830c45ed3e79b7733ccedc8207c2fd08acedd76,2021-07-13T23:01:20.453Z,5aa2d57bcb4f0f7020b17b00
737,1985-06-03T00:00:00.000Z,"SEVERE STORMS, HIGH WINDS & TORNADOES",1985-05-31T00:00:00.000Z,1985-06-01T00:00:00.000Z,Major Disaster,PA,Pennsylvania,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,d7842ab98888d3f210c2acb348ed30e3f8233998,2021-07-13T23:01:20.524Z,5aa2d57bcb4f0f7020b17b12
746,1985-10-10T00:00:00.000Z,"SEVERE STORMS, FLOODING & MUDSLIDES",1985-10-04T00:00:00.000Z,1985-10-07T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1997-10-01T00:00:00.000Z,ccf790519b56037e3d50f9eeb1f47cd9eedad679,2021-07-13T23:01:20.473Z,5aa2d57bcb4f0f7020b17b05
758,1986-02-21T00:00:00.000Z,SEVERE STORMS & FLOODING,1986-02-12T00:00:00.000Z,1986-03-10T00:00:00.000Z,Major Disaster,CA,California,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1997-07-14T00:00:00.000Z,19ad534dd87ec306f9c7a54a1674379326ed1845,2021-07-13T23:01:20.462Z,5aa2d57bcb4f0f7020b17af7
771,1986-08-27T00:00:00.000Z,"SEVERE STORMS, FLOODING",1986-07-29T00:00:00.000Z,1986-08-10T00:00:00.000Z,Major Disaster,NH,New Hampshire,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-02-10T00:00:00.000Z,b76e1a0cdbacf460ab08adab159ab403be3e5b93,2021-07-13T23:01:20.452Z,5aa2d57bcb4f0f7020b17b0a
738,1985-06-03T00:00:00.000Z,SEVERE STORMS & TORNADOES,1985-05-31T00:00:00.000Z,1985-05-31T00:00:00.000Z,Major Disaster,OH,Ohio,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1993-11-22T00:00:00.000Z,418f153ce5ab7cdf9a2c35359e663e3ecfe2ef73,2021-07-13T23:01:20.523Z,5aa2d57bcb4f0f7020b17afc
747,1985-10-11T00:00:00.000Z,HURRICANE GLORIA,1985-09-27T00:00:00.000Z,1985-09-27T00:00:00.000Z,Major Disaster,CT,Connecticut,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-02-10T00:00:00.000Z,cca9050dd31fdb8d51e2fdc317e9f6d44b610ca3,2021-07-13T23:01:20.472Z,5aa2d57bcb4f0f7020b17b0f
765,1986-06-03T00:00:00.000Z,TYPHOON LOLA,1986-05-16T00:00:00.000Z,1986-05-16T00:00:00.000Z,Major Disaster,FM,Federated States of Micronesia,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-09-29T00:00:00.000Z,c66c231532b0723f2c31f3aac3969043fc5085c6,2021-07-13T23:01:20.455Z,5aa2d57bcb4f0f7020b17b01
767,1986-06-05T00:00:00.000Z,TORNADOES,1986-03-10T00:00:00.000Z,1986-03-10T00:00:00.000Z,Major Disaster,IN,Indiana,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-09-12T00:00:00.000Z,c2e3016cc52ea07bb15e315fec664a07ba0424ec,2021-07-13T23:01:20.454Z,5aa2d57bcb4f0f7020b17af5
